UCL_CODE_2021,Uses_Eng_on_M,Uses_Eng_on_F,Uses_Eng_on_P,Uses_othr_lang_Afrikaans_M,Uses_othr_lang_Afrikaans_F,Uses_othr_lang_Afrikaans_P,Uses_othr_lang_Arabic_M,Uses_othr_lang_Arabic_F,Uses_othr_lang_Arabic_P,Uses_othr_lang_Aus_Ind_lang_M,Uses_othr_lang_Aus_Ind_lang_F,Uses_othr_lang_Aus_Ind_lang_P,Uses_othr_lan_Chin_lan_Cant_M,Uses_othr_lan_Chin_lan_Cant_F,Uses_othr_lan_Chin_lan_Cant_P,Uses_othr_lan_Chin_lan_Mand_M,Uses_othr_lan_Chin_lan_Mand_F,Uses_othr_lan_Chin_lan_Mand_P,Uses_othr_lan_Chin_lan_othr_M,Uses_othr_lan_Chin_lan_othr_F,Uses_othr_lan_Chin_lan_othr_P,Uses_othr_lan_Chin_lan_Tot_M,Uses_othr_lan_Chin_lan_Tot_F,Uses_othr_lan_Chin_lan_Tot_P,Uses_othr_lang_Croatian_M,Uses_othr_lang_Croatian_F,Uses_othr_lang_Croatian_P,Uses_othr_lang_French_M,Uses_othr_lang_French_F,Uses_othr_lang_French_P,Uses_othr_lang_German_M,Uses_othr_lang_German_F,Uses_othr_lang_German_P,Uses_othr_lang_Greek_M,Uses_othr_lang_Greek_F,Uses_othr_lang_Greek_P,Us_oth_lan_Indo_Ary_lan_Ben_M,Us_oth_lan_Indo_Ary_lan_Ben_F,Us_oth_lan_Indo_Ary_lan_Ben_P,Us_oth_lan_Indo_Ary_lan_Guj_M,Us_oth_lan_Indo_Ary_lan_Guj_F,Us_oth_lan_Indo_Ary_lan_Guj_P,Us_oth_lan_Indo_Ary_lan_Hin_M,Us_oth_lan_Indo_Ary_lan_Hin_F,Us_oth_lan_Indo_Ary_lan_Hin_P,Us_oth_lan_Indo_Ary_lan_Nep_M,Us_oth_lan_Indo_Ary_lan_Nep_F,Us_oth_lan_Indo_Ary_lan_Nep_P,Us_oth_lan_Ind_Ary_lan_Punj_M,Us_oth_lan_Ind_Ary_lan_Punj_F,Us_oth_lan_Ind_Ary_lan_Punj_P,Us_oth_lan_Ind_Ary_lan_Sinh_M,Us_oth_lan_Ind_Ary_lan_Sinh_F,Us_oth_lan_Ind_Ary_lan_Sinh_P,Us_oth_lan_Indo_Ary_lan_Urd_M,Us_oth_lan_Indo_Ary_lan_Urd_F,Us_oth_lan_Indo_Ary_lan_Urd_P,Us_oth_lan_Indo_Ary_lan_oth_M,Us_oth_lan_Indo_Ary_lan_oth_F,Us_oth_lan_Indo_Ary_lan_oth_P,Us_oth_lan_Indo_Ary_lan_Tot_M,Us_oth_lan_Indo_Ary_lan_Tot_F,Us_oth_lan_Indo_Ary_lan_Tot_P,Uses_othr_lang_Italian_M,Uses_othr_lang_Italian_F,Uses_othr_lang_Italian_P,Uses_othr_lang_Japanese_M,Uses_othr_lang_Japanese_F,Uses_othr_lang_Japanese_P,Uses_othr_lang_Khmer_M,Uses_othr_lang_Khmer_F,Uses_othr_lang_Khmer_P,Uses_othr_lang_Korean_M,Uses_othr_lang_Korean_F,Uses_othr_lang_Korean_P,Uses_othr_lang_Macedonian_M,Uses_othr_lang_Macedonian_F,Uses_othr_lang_Macedonian_P,Uses_othr_lang_Malayalam_M,Uses_othr_lang_Malayalam_F,Uses_othr_lang_Malayalam_P,Us_oth_lan_Persian_ex_Dari_M,Us_oth_lan_Persian_ex_Dari_F,Us_oth_lan_Persian_ex_Dari_P,Uses_othr_lang_Polish_M,Uses_othr_lang_Polish_F,Uses_othr_lang_Polish_P,Uses_othr_lang_Portugese_M,Uses_othr_lang_Portugese_F,Uses_othr_lang_Portugese_P,Uses_othr_lang_Russian_M,Uses_othr_lang_Russian_F,Uses_othr_lang_Russian_P,Uses_othr_lang_Samoan_M,Uses_othr_lang_Samoan_F,Uses_othr_lang_Samoan_P,Uses_othr_lang_Serbian_M,Uses_othr_lang_Serbian_F,Uses_othr_lang_Serbian_P,Us_oth_la_SE_As_Au_la_Fili_M,Us_oth_la_SE_As_Au_la_Fili_F,Us_oth_la_SE_As_Au_la_Fili_P,Us_oth_la_SE_As_Au_la_Indo_M,Us_oth_la_SE_As_Au_la_Indo_F,Us_oth_la_SE_As_Au_la_Indo_P,Us_oth_la_SE_As_Au_la_Tag_M,Us_oth_la_SE_As_Au_la_Tag_F,Us_oth_la_SE_As_Au_la_Tag_P,Us_oth_la_SE_As_Au_la_oth_M,Us_oth_la_SE_As_Au_la_oth_F,Us_oth_la_SE_As_Au_la_oth_P,Us_oth_la_SE_As_Au_la_Tot_M,Us_oth_la_SE_As_Au_la_Tot_F,Us_oth_la_SE_As_Au_la_Tot_P,Uses_othr_lang_Spanish_M,Uses_othr_lang_Spanish_F,Uses_othr_lang_Spanish_P,Uses_othr_lang_Tamil_M,Uses_othr_lang_Tamil_F,Uses_othr_lang_Tamil_P,Uses_othr_lang_Thai_M,Uses_othr_lang_Thai_F,Uses_othr_lang_Thai_P,Uses_othr_lang_Turkish_M,Uses_othr_lang_Turkish_F,Uses_othr_lang_Turkish_P,Uses_othr_lang_Vietnamese_M,Uses_othr_lang_Vietnamese_F,Uses_othr_lang_Vietnamese_P,Uses_othr_lang_Other_M,Uses_othr_lang_Other_F,Uses_othr_lang_Other_P,Uses_othr_lang_Tot_M,Uses_othr_lang_Tot_F,Uses_othr_lang_Tot_P,Lang_used_home_ns_M,Lang_used_home_ns_F,Lang_used_home_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL112018,14177,15410,29591,8,9,17,36,44,80,64,90,153,43,42,80,215,176,393,3,0,0,261,224,482,0,0,4,14,22,34,13,9,17,13,6,18,19,11,34,24,20,39,40,43,83,99,102,199,115,94,208,6,11,19,46,28,64,0,3,8,347,308,657,12,12,25,4,9,22,8,4,10,9,11,17,0,0,5,45,51,99,13,8,17,3,3,6,5,0,10,3,4,6,5,0,5,5,0,0,71,70,141,10,23,30,128,132,262,15,21,32,226,241,472,17,17,40,20,8,22,15,35,48,0,0,3,173,168,338,291,254,540,1546,1464,3014,1547,1633,3181,39,13,52,17310,18526,35838
UCL112019,20303,22217,42523,25,27,52,133,148,284,55,73,132,39,35,70,156,140,292,8,3,9,192,180,369,10,6,18,18,19,30,21,25,41,32,35,69,45,37,82,43,37,79,44,39,87,68,55,123,111,92,202,35,32,66,40,27,71,19,13,26,399,326,729,32,40,71,4,10,10,0,5,5,7,14,24,0,6,5,151,163,317,23,22,45,3,5,6,8,4,16,4,14,16,46,13,56,12,7,19,73,81,150,3,10,19,47,63,108,18,22,39,143,173,320,35,49,83,53,26,78,18,52,69,0,0,0,36,34,75,1016,977,1995,2409,2386,4796,1321,1302,2619,78,26,106,24118,25930,50049
UCL113001,7787,8658,16441,0,0,0,14,3,15,14,23,36,12,7,21,11,15,28,5,0,4,28,29,57,0,9,5,20,26,44,18,31,52,0,5,9,3,5,7,10,3,13,16,9,27,10,9,22,47,37,83,4,0,4,0,0,0,3,0,0,90,67,163,25,28,52,20,25,45,0,0,0,6,3,6,3,4,3,11,7,18,6,3,5,8,0,12,24,29,51,5,10,12,0,0,4,0,0,0,3,17,21,3,10,15,8,18,20,0,5,5,14,46,55,21,28,51,0,0,0,22,45,70,0,0,0,3,16,24,66,86,149,403,515,913,567,687,1260,12,8,20,8768,9867,18634
UCL113002,5207,5559,10766,3,4,4,12,0,12,21,24,45,8,12,20,26,22,51,0,0,0,42,34,70,19,25,43,3,9,13,15,17,27,18,16,31,0,0,5,0,0,0,0,0,6,25,16,37,13,17,27,0,3,9,0,0,4,3,0,8,49,42,89,18,22,44,0,5,5,0,3,3,3,0,3,6,0,6,18,17,35,0,0,0,5,7,13,5,4,8,3,6,13,0,0,0,5,6,13,9,15,24,3,4,9,6,19,23,0,0,4,18,41,54,12,17,26,0,0,0,0,15,21,0,0,4,6,9,24,68,86,157,336,379,719,475,469,940,7,4,10,6027,6415,12449
UCL113003,7552,7941,15494,0,6,9,17,9,25,21,26,47,4,8,11,13,11,32,0,0,0,20,15,39,0,4,7,0,5,7,7,12,15,9,8,16,5,5,8,12,10,22,0,0,3,0,3,6,7,3,7,0,0,0,4,0,3,0,0,0,26,23,50,21,33,52,6,7,9,0,0,0,0,0,0,0,4,4,10,21,32,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,27,48,70,0,3,3,22,41,64,7,9,21,55,98,155,10,0,7,6,0,10,3,8,11,0,0,0,8,11,15,58,77,136,268,354,622,736,751,1484,7,10,15,8568,9054,17615
UCL113004,4096,4345,8440,6,6,10,6,9,14,0,4,5,8,3,8,5,20,23,6,3,3,15,22,35,0,0,0,76,101,175,55,58,110,13,12,29,0,0,0,0,0,0,4,6,6,6,5,10,5,3,9,0,0,0,0,0,0,0,0,0,15,11,23,89,78,162,34,55,89,0,0,0,0,5,0,0,0,3,0,0,0,3,0,3,0,6,10,65,83,154,4,11,17,0,0,0,0,0,0,0,7,7,9,9,15,6,6,13,4,0,7,14,22,38,187,187,376,0,0,0,16,20,34,5,6,3,5,14,16,85,127,220,692,831,1519,457,438,896,57,42,104,5298,5659,10953
UCL113005,7507,8049,15554,6,7,13,6,5,8,39,42,82,13,14,26,14,26,37,0,0,0,29,38,61,0,0,3,0,0,3,6,21,28,3,5,5,6,0,3,0,0,0,12,8,18,8,3,13,22,29,50,7,0,7,4,0,7,0,0,0,51,44,95,4,7,4,3,0,4,0,4,4,0,0,3,0,0,0,10,10,15,0,9,8,0,3,7,6,6,9,6,6,11,0,0,5,0,0,5,0,11,12,0,11,11,13,22,37,0,7,7,13,53,65,7,8,16,4,5,12,4,13,13,0,0,0,10,10,23,79,77,157,260,324,582,561,559,1121,45,8,50,8366,8941,17311
UCL113006,4249,4720,8967,0,0,3,3,7,11,50,50,101,11,8,20,7,13,21,0,0,0,25,21,44,0,0,0,0,0,0,5,9,14,0,4,3,0,0,3,0,0,0,0,0,0,7,5,13,7,7,13,0,0,6,3,0,3,0,0,0,27,18,39,3,0,4,0,0,0,0,4,6,0,0,0,0,0,0,17,16,32,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,6,12,4,4,7,4,19,27,0,5,3,17,31,48,0,3,9,0,0,0,0,3,0,0,0,0,0,0,0,61,59,119,175,191,366,1212,548,1767,4,7,8,5641,5466,11108
UCL113007,6478,6779,13257,12,7,15,13,15,25,0,6,3,19,16,32,25,27,54,0,0,4,39,51,90,0,0,6,9,17,33,22,28,43,21,24,50,0,0,0,0,0,0,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,3,4,3,6,7,20,27,31,53,5,6,18,6,0,6,3,9,11,14,18,33,0,0,0,0,5,4,4,9,9,3,3,8,0,0,4,4,0,7,6,12,12,3,6,10,0,0,4,8,7,10,4,4,4,8,20,33,26,34,57,0,4,4,10,17,32,4,0,8,14,9,19,59,86,141,323,407,729,293,306,600,8,13,16,7096,7503,14601
UCL113008,4827,5028,9854,3,3,9,14,15,30,11,10,22,17,21,38,12,18,38,0,3,4,35,45,81,7,10,12,5,3,6,15,8,23,14,5,20,0,3,3,0,3,4,6,6,13,16,11,24,7,12,19,4,0,3,7,3,8,0,0,0,36,43,80,19,17,36,0,0,0,3,7,10,0,0,4,3,0,4,7,4,9,9,0,9,3,6,13,0,0,0,0,0,0,0,0,0,6,4,8,9,10,19,3,3,11,9,20,31,3,0,3,23,38,59,12,15,26,6,4,13,5,22,27,8,6,5,10,11,24,54,59,107,284,321,606,399,332,726,0,0,0,5509,5689,11195
UCL113009,4650,4632,9279,18,16,43,6,9,13,4,0,4,4,6,8,15,17,35,0,0,0,20,22,40,0,0,3,5,6,7,0,0,5,3,0,9,0,0,0,0,0,0,4,8,17,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,15,10,28,9,10,20,4,0,0,0,0,0,0,0,4,0,10,8,0,0,0,3,8,6,4,3,7,0,3,3,3,0,3,4,0,3,0,0,0,0,3,3,0,0,4,0,8,14,0,0,0,7,19,21,4,3,9,0,3,3,3,15,16,0,0,0,6,6,12,49,44,93,160,195,362,87,95,178,11,3,8,4908,4924,9830
UCL113010,5155,5341,10496,11,6,17,3,5,15,8,4,14,7,9,13,16,13,25,0,0,0,23,17,41,4,5,7,6,10,18,5,13,17,10,4,11,15,13,21,0,0,0,0,0,0,32,15,50,25,19,46,0,0,5,3,0,3,0,0,0,69,57,123,10,8,16,0,6,6,0,0,0,8,6,9,0,0,0,5,9,9,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,5,11,3,3,9,19,20,39,0,0,0,29,27,58,13,18,32,4,0,4,6,16,25,0,0,0,11,6,18,52,50,104,268,280,549,383,346,733,0,4,4,5803,5972,11776
UCL113011,4963,4790,9754,11,9,16,5,5,10,9,6,13,9,15,26,17,15,33,0,3,3,26,31,62,0,0,3,0,0,0,0,0,8,5,9,8,0,0,3,0,0,0,11,3,12,11,7,18,23,15,33,0,0,4,10,3,12,0,0,0,56,38,92,4,8,7,3,4,10,0,0,8,0,0,0,0,0,0,9,7,20,0,0,0,0,0,5,4,6,6,0,0,0,5,0,3,0,6,3,24,26,47,0,0,3,15,22,40,0,4,4,41,56,100,9,10,18,6,10,16,7,20,28,0,0,0,6,0,6,59,40,100,257,279,543,405,318,722,3,4,7,5637,5390,11023
UCL113012,6195,6664,12856,12,11,25,5,10,17,0,3,3,13,12,21,20,30,53,3,3,0,37,41,77,26,27,56,25,22,48,11,18,26,45,42,92,0,3,4,0,0,4,3,3,6,50,28,80,11,9,15,0,0,0,5,0,6,5,0,5,70,47,122,35,35,72,6,10,21,0,0,4,8,7,4,0,0,6,7,12,19,0,0,0,6,8,10,7,18,25,13,17,29,5,0,5,3,7,8,6,14,19,0,3,0,15,29,40,0,0,5,18,48,64,25,25,52,0,3,3,15,34,52,13,8,21,11,5,22,53,74,125,470,529,998,297,334,629,8,6,12,6962,7532,14495
UCL113013,6155,6427,12588,6,4,4,7,6,17,12,12,19,12,11,21,15,18,27,0,4,4,23,30,49,4,0,4,5,3,9,3,4,11,6,4,8,4,3,9,0,0,0,0,0,7,0,0,0,18,13,37,0,0,0,13,4,22,0,0,0,46,25,70,3,5,5,0,5,4,0,0,0,5,0,5,0,0,3,0,0,4,0,0,0,9,5,6,8,3,19,0,5,5,8,10,16,0,0,0,0,8,12,4,3,6,13,28,41,25,15,38,42,57,100,5,13,22,0,0,0,3,22,26,0,0,0,13,15,23,67,59,130,264,279,546,455,388,835,0,0,4,6872,7099,13972
UCL113014,6499,6533,13024,30,34,66,6,0,3,3,0,6,9,12,24,18,17,35,0,0,0,33,26,61,0,0,0,0,3,5,9,5,12,0,5,4,11,3,15,8,8,9,11,9,21,4,4,7,8,9,14,6,12,12,7,7,9,0,3,5,50,45,97,8,3,9,0,0,0,0,0,0,4,5,4,0,0,0,5,5,13,0,0,0,0,0,4,0,0,0,3,7,16,0,0,0,0,0,0,23,34,52,0,0,0,31,46,74,10,0,10,54,80,135,14,14,28,3,0,3,13,26,39,0,4,0,16,22,39,61,45,103,319,338,658,388,308,691,3,5,14,7205,7180,14390
UCL113015,4759,4961,9722,0,0,0,13,12,26,8,12,19,6,3,9,9,10,16,0,0,0,13,11,28,11,16,35,0,0,5,17,21,34,42,41,82,0,0,0,0,0,0,3,5,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,20,16,39,0,7,9,3,5,9,0,0,3,0,3,8,6,0,5,0,0,0,10,15,20,9,4,6,4,3,9,4,0,0,0,0,4,3,8,17,4,3,4,15,16,26,0,0,4,20,32,56,18,22,41,0,0,0,3,5,8,8,0,3,0,9,10,55,53,106,268,285,555,288,291,580,4,4,10,5320,5542,10862
UCL113016,7533,8397,15929,4,4,7,15,24,38,11,23,36,12,14,27,23,31,51,0,0,0,40,42,78,0,0,4,9,9,17,10,12,19,14,11,30,9,8,10,4,3,8,5,9,16,19,18,40,18,17,30,6,5,9,15,18,30,3,4,6,72,75,146,15,12,26,5,3,7,0,3,7,5,3,8,0,0,0,47,47,99,0,0,0,0,0,0,3,5,8,3,0,6,0,0,0,0,0,3,24,31,51,0,0,4,16,20,35,6,10,16,39,63,105,6,6,14,9,7,10,4,24,27,3,3,5,6,27,31,51,67,117,372,459,831,793,753,1544,4,3,7,8702,9611,18314
UCL113017,6345,6698,13037,0,5,4,6,3,15,10,5,19,6,13,21,11,16,23,0,0,0,18,30,42,4,11,17,10,13,23,24,24,46,11,13,21,0,0,0,0,0,0,16,11,27,0,0,0,3,0,3,0,0,0,0,3,5,0,0,0,23,13,39,48,36,86,0,12,15,0,0,0,8,8,18,6,8,13,3,0,3,3,4,10,0,3,3,9,5,16,0,4,4,0,0,0,5,3,7,7,3,14,4,3,11,8,11,16,0,5,10,26,27,57,19,22,42,0,0,0,7,28,32,0,0,0,5,19,30,58,66,120,294,361,657,409,367,771,5,8,14,7054,7433,14486
UCL113018,1029,1068,2096,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,3,7,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,14,17,19,36,96,95,192,0,0,0,1138,1188,2325
UCL114001,2155,2585,4741,3,6,6,0,0,0,0,5,5,4,12,12,0,3,6,0,0,0,5,18,24,0,0,0,4,6,10,7,6,12,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,4,0,4,0,0,0,7,3,12,7,13,18,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,7,12,18,0,0,0,3,9,12,0,0,0,0,0,0,14,26,43,76,113,190,92,108,203,0,0,0,2321,2805,5132
UCL114002,3612,3912,7530,0,0,5,0,0,0,0,4,4,4,5,10,0,0,0,0,0,0,8,9,15,0,0,4,0,3,5,13,18,31,0,0,6,0,0,0,0,0,0,3,3,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,5,17,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,9,3,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11,10,5,6,10,0,0,0,5,7,8,0,0,0,0,4,0,8,17,26,62,95,159,186,161,349,5,4,10,3871,4175,8051
UCL114003,4239,4536,8777,4,0,4,0,0,0,22,32,52,0,0,4,4,11,11,0,0,0,5,10,13,0,0,0,0,0,0,4,11,17,3,4,6,3,0,4,0,0,0,0,0,4,6,9,18,3,0,4,0,0,0,0,0,0,0,0,0,14,10,29,11,6,21,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,25,0,0,0,9,21,27,4,9,16,16,49,62,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,37,56,93,95,160,262,520,512,1026,4,3,3,4863,5210,10069
UCL114004,2686,2711,5398,5,0,7,20,17,35,5,7,5,11,12,21,15,10,21,0,0,0,23,22,43,0,4,0,3,0,3,21,30,42,16,9,26,4,0,3,0,0,0,6,11,18,12,18,34,7,10,19,16,9,25,13,15,28,0,0,3,66,58,125,33,27,56,8,4,7,3,0,6,0,4,3,0,0,0,9,5,20,3,0,8,5,3,3,3,0,5,3,6,4,0,0,0,4,0,3,3,4,5,8,7,14,11,10,26,5,0,4,27,25,47,17,15,31,3,0,3,8,18,28,0,0,0,3,6,10,50,47,98,317,308,626,395,153,543,13,6,11,3406,3169,6581
UCL114005,2536,2690,5227,3,5,9,0,3,3,5,15,17,4,5,9,0,0,3,0,0,0,5,7,9,0,0,0,0,0,0,0,5,9,0,0,7,0,3,7,0,0,0,0,0,0,3,11,11,6,5,11,0,0,0,0,6,6,0,0,0,15,16,31,5,3,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,8,9,11,3,3,3,8,3,6,0,5,0,13,15,29,0,3,3,0,0,0,0,10,10,0,0,0,3,9,13,30,18,46,85,88,180,165,150,309,0,0,3,2792,2934,5719
UCL114006,2352,2534,4888,0,0,0,0,0,0,0,0,0,0,0,5,7,13,21,0,0,0,8,15,19,0,0,0,0,0,0,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,7,6,11,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,10,13,22,0,4,6,15,21,33,4,0,0,0,0,0,3,7,10,0,0,0,3,3,6,15,7,23,71,77,140,144,141,288,0,0,3,2565,2755,5320
UCL114007,3540,3818,7357,6,5,6,7,7,9,15,16,30,4,0,4,18,10,27,0,0,0,17,10,31,0,3,0,0,0,4,5,3,3,12,4,17,0,0,6,0,0,4,10,9,12,5,0,8,7,9,18,0,0,0,3,0,7,0,0,0,28,27,53,5,8,12,3,0,3,9,6,12,0,4,4,0,0,0,9,13,19,3,3,3,0,0,0,0,3,3,0,0,5,7,0,7,0,0,0,7,11,18,0,0,0,0,7,8,0,0,0,6,12,20,0,0,0,0,0,0,0,7,7,0,0,0,8,3,9,83,65,150,212,179,391,276,255,536,7,7,7,4031,4260,8293
UCL114008,2665,2908,5577,7,7,13,3,0,3,0,0,3,6,9,16,0,9,7,0,0,0,8,20,23,0,0,0,0,0,0,0,3,3,3,0,5,0,0,0,0,0,5,0,3,6,4,0,11,9,9,13,3,8,8,4,0,4,0,0,3,21,22,47,3,13,14,0,0,3,0,6,4,0,7,7,0,0,0,9,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,8,4,13,0,0,0,8,14,15,5,0,4,0,0,0,5,0,5,5,0,3,0,6,5,20,13,34,98,118,214,322,308,626,0,3,5,3090,3332,6422
UCL114009,2499,3123,5620,7,9,9,22,27,48,7,4,8,3,10,11,49,46,92,5,0,5,52,52,108,0,0,0,5,7,12,4,3,6,6,3,4,9,10,23,8,9,11,22,18,35,23,17,41,17,19,37,17,18,39,23,25,41,9,4,10,117,120,231,5,5,13,0,0,0,0,0,0,3,4,10,0,0,0,128,111,239,12,13,25,4,3,3,4,0,3,4,3,4,9,0,15,0,0,6,13,18,30,0,0,0,9,12,23,5,7,12,28,38,70,0,5,7,15,13,31,4,11,10,0,0,0,9,3,11,85,72,157,521,512,1024,121,174,290,13,3,14,3148,3804,6954
UCL114010,2979,3129,6109,0,0,0,0,0,0,5,8,10,5,8,14,8,9,14,0,0,0,12,13,25,0,0,0,0,0,0,5,3,6,0,0,0,5,4,8,5,5,13,4,0,0,4,4,14,3,4,6,3,0,4,3,0,3,0,0,3,26,23,45,8,9,16,0,0,0,0,4,4,0,0,0,0,0,0,6,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,7,0,0,0,6,11,17,5,3,7,3,4,3,4,5,10,0,0,0,0,3,3,3,13,17,76,97,177,291,300,588,7,0,7,3357,3527,6881
UCL114011,2160,2306,4465,0,0,0,0,0,3,0,5,3,0,3,3,3,9,13,0,0,0,9,11,18,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,13,20,36,0,6,4,0,0,0,0,0,0,0,0,0,19,25,41,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,7,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,5,4,0,0,0,5,7,13,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,22,35,63,91,153,255,276,528,10,0,13,2484,2672,5157
UCL114012,2400,2436,4835,13,15,24,17,18,35,0,0,0,3,5,8,18,16,36,5,0,9,21,25,44,8,11,13,8,18,23,6,0,4,3,11,11,9,11,23,3,3,6,35,25,58,3,5,6,96,79,174,8,6,15,10,16,24,12,16,32,177,155,342,21,13,40,0,0,4,0,0,0,11,13,17,59,44,103,40,43,82,3,4,7,0,3,5,7,3,9,5,9,12,4,0,4,21,18,41,7,18,29,0,0,4,20,21,42,10,3,11,40,49,82,6,18,28,14,10,21,4,10,8,3,0,8,13,8,19,57,80,132,557,579,1134,91,96,189,3,6,13,3048,3121,6171
UCL114013,3582,3722,7304,15,9,24,0,0,0,10,9,19,7,7,8,11,16,30,0,0,0,18,19,37,0,0,0,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,3,8,13,0,16,0,0,0,0,0,0,0,0,0,21,4,24,3,0,4,6,0,3,0,0,0,3,3,8,0,0,0,6,0,5,0,0,0,0,0,4,6,0,8,3,0,0,3,0,3,0,0,0,7,8,16,4,7,10,20,21,38,3,5,13,39,41,77,4,4,12,0,0,5,0,10,9,4,0,5,7,3,10,40,49,86,175,166,344,396,383,780,14,4,16,4173,4276,8446
UCL114014,2905,2963,5868,4,5,4,3,4,6,0,0,0,4,0,3,14,13,25,0,0,0,15,12,25,7,4,6,0,4,0,12,12,26,6,9,19,0,0,0,0,0,0,3,6,6,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,9,6,12,8,4,11,4,5,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,5,7,0,0,0,0,0,0,0,0,0,4,3,0,6,4,5,0,0,0,7,7,15,10,18,26,0,0,3,0,3,3,0,0,0,0,6,6,32,40,73,128,145,269,47,65,111,0,0,0,3082,3169,6251
UCL114015,3961,4348,8308,0,4,0,4,7,10,6,6,11,8,6,11,22,25,39,4,0,4,26,25,50,0,0,0,0,3,4,5,4,6,3,0,3,0,0,0,0,0,0,10,5,17,5,9,9,4,3,3,3,0,3,0,0,0,0,0,0,17,15,27,6,10,13,0,0,0,0,0,0,9,8,9,0,0,0,10,8,15,0,0,0,0,0,0,30,23,56,3,6,5,8,0,11,0,0,0,20,18,44,0,0,0,22,25,53,5,4,11,55,50,108,0,0,0,0,0,0,0,4,7,0,0,0,15,12,30,81,72,160,274,254,534,451,445,896,24,9,34,4711,5059,9774
UCL114016,2931,3108,6039,8,10,18,0,5,3,0,10,13,12,7,19,52,42,96,4,0,3,69,52,120,0,0,0,0,0,4,0,0,0,5,5,4,4,4,9,4,3,4,4,4,7,0,3,5,59,60,118,5,3,8,6,8,20,0,0,4,83,91,171,60,86,146,5,9,10,0,0,0,0,0,0,0,0,0,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,21,13,27,0,0,0,35,37,72,10,6,14,19,15,34,16,16,34,79,77,156,5,3,5,5,3,9,4,12,13,0,0,3,0,0,0,70,64,132,417,430,846,294,281,575,3,4,7,3646,3819,7468
UCL114017,3292,3469,6756,3,0,5,5,0,5,0,4,6,4,10,13,0,3,4,0,0,0,7,9,17,0,0,0,17,19,40,25,29,54,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,7,16,13,22,13,16,31,0,0,0,4,0,4,0,0,0,0,0,0,3,4,14,3,9,9,22,22,39,0,6,6,0,0,0,0,0,0,0,0,0,3,9,7,0,4,3,0,0,0,6,10,14,16,17,30,0,0,0,7,15,24,5,3,9,0,0,0,30,49,79,179,234,411,170,159,328,14,16,25,3649,3875,7524
