UCL_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL121017,9,7,7,3,0,0,37,0,3,7,3,0,0,0,0,18,7,21,33,21,20,5,0,0,109,7,8,24,28,17,8,0,0,85,7,34,33,23,25,5,0,0,138,0,0,0,4,3,0,0,0,7,0,4,7,3,7,3,4,0,25,11,33,40,30,34,13,3,0,168,0,0,4,0,7,3,0,0,13,7,4,3,0,7,7,5,0,30,26,78,112,90,91,40,9,0,456
UCL121018,0,0,0,0,0,0,8,0,0,4,0,3,0,0,0,10,0,6,6,8,18,9,0,0,39,0,5,12,6,13,8,0,0,54,15,46,41,30,32,17,8,0,189,4,3,6,0,0,0,0,0,13,0,4,6,0,3,0,0,0,17,20,53,51,38,35,18,16,0,222,0,0,0,0,0,0,0,0,0,4,0,0,3,11,15,7,0,45,25,71,77,55,80,36,18,0,377
UCL121019,7,7,7,10,4,0,37,0,0,3,5,0,9,0,0,22,3,18,20,20,19,19,6,0,105,3,3,7,6,13,16,5,0,57,11,8,19,27,18,14,4,0,106,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10,9,8,19,30,26,21,4,0,123,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,22,19,31,65,78,68,69,25,0,361
UCL121020,5,10,5,0,0,0,30,0,0,6,9,3,0,0,0,20,0,19,31,25,17,9,0,0,94,0,5,14,7,13,4,0,0,46,3,10,18,10,18,8,5,0,71,0,5,0,0,0,0,0,0,4,0,0,0,8,6,0,0,0,21,3,14,16,15,17,12,4,3,94,0,0,0,0,0,0,0,0,3,6,0,11,5,0,3,0,0,25,15,39,84,71,64,34,13,3,319
UCL121021,0,3,0,0,0,0,4,0,0,0,5,5,0,0,0,11,6,15,8,13,5,3,0,0,48,0,0,9,4,0,11,0,0,24,15,15,16,12,14,11,0,0,82,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,15,14,20,15,14,12,0,0,97,0,0,0,0,0,3,0,0,3,11,13,13,7,4,11,5,3,72,27,40,42,43,39,36,10,6,261
UCL121022,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,13,4,6,6,8,3,0,46,0,3,5,3,6,4,4,0,32,10,20,11,21,25,14,6,0,109,3,0,0,0,3,5,0,0,13,0,0,0,0,0,6,0,0,12,11,22,11,23,28,22,9,0,127,0,0,0,0,0,0,0,0,3,7,7,8,16,14,15,19,9,96,18,48,32,47,55,58,42,17,314
UCL121023,0,0,4,0,0,0,8,0,0,0,0,7,0,0,0,3,0,0,6,0,12,15,4,0,34,0,0,4,7,11,9,0,0,42,0,10,9,17,38,36,7,0,120,0,0,0,0,6,0,0,0,4,0,0,0,0,5,7,0,0,12,0,10,9,18,45,37,7,5,140,0,0,0,0,0,3,0,0,3,0,0,3,4,10,20,5,0,53,4,11,25,33,93,88,12,11,279
UCL121024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,5,0,0,0,11,0,0,3,7,7,6,0,0,26,4,23,24,22,12,8,4,0,96,0,3,0,0,0,0,0,0,8,0,0,0,3,6,0,0,0,13,7,27,27,25,18,9,6,0,113,0,0,0,0,0,0,0,0,0,9,6,3,10,8,9,0,0,47,18,37,36,45,31,25,15,0,203
UCL121025,11,4,13,3,0,0,30,0,0,4,4,4,0,0,0,13,9,20,17,28,17,10,5,0,98,4,3,7,8,11,3,5,0,47,18,9,15,23,18,23,5,6,107,0,0,0,0,0,0,0,0,5,0,0,0,3,4,4,4,0,20,18,10,17,27,17,26,7,4,128,0,0,6,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,24,35,60,73,64,43,23,4,322
UCL121026,10,5,8,13,0,0,45,0,0,5,4,10,9,3,0,23,0,38,23,23,38,36,7,0,158,3,5,12,16,38,19,8,0,106,11,27,31,23,47,41,14,0,186,0,6,0,0,4,0,0,0,13,0,0,0,0,8,9,5,0,22,9,33,31,24,58,44,17,5,218,0,0,0,0,0,0,0,0,3,10,18,13,6,15,17,19,8,102,22,100,87,80,165,142,50,14,660
UCL121027,0,0,5,0,5,0,16,0,0,0,0,4,0,0,0,7,3,16,21,21,8,8,0,0,80,0,6,11,9,16,9,0,0,51,8,19,20,23,28,5,4,0,107,0,0,0,6,3,0,0,0,8,0,0,0,0,0,0,0,0,6,7,22,22,29,35,7,4,0,118,0,0,0,0,0,0,0,0,0,3,4,6,7,7,8,0,3,35,20,50,62,72,72,25,10,0,314
UCL121028,3,9,4,9,3,0,36,0,0,6,8,8,5,0,0,22,0,21,11,30,28,33,8,0,136,0,7,4,9,20,11,0,0,59,8,20,23,20,51,42,11,0,173,0,0,0,0,9,5,0,0,10,4,0,0,0,5,6,0,0,17,14,20,20,21,63,53,9,0,203,0,0,0,0,0,3,0,0,6,3,6,6,7,6,15,8,0,52,18,58,58,83,131,126,30,6,508
UCL121029,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,6,3,3,3,0,0,19,0,8,4,5,7,0,0,0,25,7,30,12,9,19,8,4,0,87,5,6,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,6,14,31,17,12,25,9,4,0,101,0,0,0,0,0,4,0,0,7,8,8,5,3,3,8,0,0,38,21,52,34,25,38,26,4,0,202
UCL121030,4,0,0,0,0,0,6,0,0,0,4,0,0,0,0,6,6,8,0,4,0,6,3,0,27,0,5,9,10,6,7,4,0,34,15,18,13,27,26,13,4,0,120,4,3,3,0,0,0,0,0,15,0,0,3,3,4,0,0,0,15,19,24,20,29,27,18,4,0,145,0,0,0,0,0,0,0,0,0,16,20,11,16,21,22,8,0,117,43,63,41,60,58,50,19,6,333
UCL121031,10,6,12,9,0,0,39,0,0,0,4,3,13,0,0,21,0,12,24,22,29,29,5,0,129,3,14,13,19,39,29,0,0,110,12,21,29,39,46,32,13,3,191,0,0,0,0,3,0,0,0,12,0,3,0,3,8,8,0,0,32,12,23,33,46,62,39,14,3,235,0,0,0,0,0,3,0,0,12,6,11,7,14,20,9,5,3,71,22,64,83,106,160,131,31,10,608
UCL121032,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,11,9,11,6,4,4,0,41,0,0,4,4,11,10,3,0,40,7,15,14,16,14,22,19,3,107,0,0,0,0,0,0,0,0,7,0,0,0,0,5,3,0,0,16,12,15,12,15,23,25,20,3,126,0,0,0,0,0,0,0,0,3,12,11,13,9,7,15,18,4,84,27,32,43,41,47,65,40,8,310
UCL121033,10,3,7,4,3,0,29,0,0,3,0,9,0,0,0,11,0,15,29,15,11,5,0,0,71,0,3,12,5,5,8,0,0,33,0,11,13,16,16,6,9,0,76,0,0,0,0,0,0,0,0,6,0,0,3,0,0,7,0,0,9,5,16,15,16,17,12,7,0,84,0,0,0,0,0,0,0,0,0,4,11,14,4,8,8,5,0,52,12,51,75,41,46,31,14,0,277
UCL121034,19,26,12,4,3,0,73,0,0,9,9,3,7,0,0,20,14,45,34,41,32,25,0,0,194,3,19,14,22,13,11,0,3,91,35,42,35,45,31,13,12,0,214,6,5,0,0,0,0,0,0,12,0,0,0,4,5,0,0,0,15,37,46,35,54,34,16,11,0,237,0,4,0,4,0,0,0,0,10,23,24,6,9,12,10,0,0,87,88,152,119,157,101,63,22,4,706
UCL121035,0,0,3,0,0,0,11,0,0,5,4,0,3,0,0,6,0,12,8,7,9,6,8,0,53,9,16,22,16,13,0,0,0,80,20,51,34,49,40,22,6,0,231,5,0,0,0,0,0,0,0,11,4,4,3,7,8,5,0,0,20,28,60,37,55,50,29,6,0,261,0,0,0,0,4,0,0,0,5,11,16,16,11,10,4,3,0,62,40,100,91,98,94,46,19,0,484
UCL121036,15,6,5,4,3,0,35,0,5,4,4,4,6,5,0,18,3,16,36,34,19,21,3,0,134,0,15,23,36,22,17,6,0,118,13,42,55,50,36,33,14,0,242,4,0,6,4,5,0,0,0,19,4,0,0,9,6,0,5,0,23,18,42,60,63,45,38,18,0,282,0,0,0,0,0,0,0,0,5,0,8,3,11,3,14,3,0,44,24,88,145,151,97,96,42,6,635
UCL121037,0,7,7,6,0,0,26,0,0,4,3,6,9,0,0,16,3,8,21,26,16,12,4,0,93,5,7,9,6,19,18,0,0,64,9,27,26,36,40,31,12,4,184,0,0,4,0,3,7,0,0,14,3,0,0,0,0,8,0,0,14,16,28,29,39,44,41,11,4,212,0,0,0,0,0,0,0,0,8,0,3,6,4,5,8,0,0,24,21,47,71,90,93,96,23,8,438
UCL121038,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,5,4,3,11,0,0,0,31,6,27,14,13,17,15,8,0,100,0,0,3,4,0,4,0,0,9,0,0,0,0,0,4,0,0,7,11,27,20,14,24,20,5,0,119,0,0,0,0,0,0,0,0,0,4,11,13,5,11,20,8,6,81,13,46,38,23,46,46,24,11,248
UCL121039,10,10,13,0,3,0,38,0,0,3,0,3,4,0,0,18,0,26,29,30,22,20,7,0,147,0,17,6,12,18,7,4,0,64,3,19,22,19,15,6,6,0,87,0,0,0,0,0,0,0,0,5,0,4,5,0,5,3,0,0,15,5,22,23,15,17,13,9,0,108,0,0,0,0,3,4,0,0,5,4,14,21,7,16,15,7,0,84,21,81,95,89,86,61,29,8,461
UCL121040,8,3,0,3,0,0,16,0,0,0,3,0,5,0,0,4,0,4,25,26,9,6,0,0,67,0,0,7,15,9,9,0,0,40,8,15,16,32,17,9,9,0,109,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,6,14,15,18,31,21,9,11,0,116,0,0,0,0,0,0,0,0,0,4,3,0,4,4,3,4,0,22,19,22,61,80,49,22,11,0,273
UCL121041,3,0,0,4,0,0,5,0,0,0,0,0,0,0,0,5,0,4,6,8,5,9,0,0,34,0,8,5,11,7,4,3,0,29,17,15,19,22,16,16,10,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,13,15,20,24,16,19,16,0,122,0,0,0,0,0,0,0,0,0,4,4,5,9,14,16,9,5,62,23,30,36,50,46,50,25,6,257
UCL121042,3,6,14,12,3,0,51,0,0,3,0,3,3,4,0,11,6,25,22,15,32,25,9,0,123,0,7,0,9,17,10,7,0,48,9,8,11,7,13,6,7,3,70,0,0,0,0,3,0,5,0,6,0,0,0,0,3,3,0,0,8,9,13,11,7,15,13,11,5,85,0,0,0,0,0,0,0,0,0,4,12,0,3,3,9,5,5,42,15,58,44,42,83,76,38,14,364
UCL121043,10,3,6,3,0,0,23,0,4,0,0,5,0,0,0,9,3,19,22,24,8,7,0,0,87,3,10,12,15,12,7,0,0,54,9,19,17,28,26,13,7,0,120,0,3,0,0,0,4,0,0,10,0,0,5,5,3,0,0,0,11,12,22,21,35,28,11,7,0,141,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,10,18,52,73,78,54,36,15,4,333
UCL121044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,9,0,0,0,25,3,12,5,5,3,7,3,0,32,0,21,15,18,20,13,4,0,89,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,26,15,18,20,16,4,0,103,0,0,0,0,0,0,0,0,0,13,7,6,15,8,17,3,5,75,21,50,34,43,38,41,10,8,246
UCL121045,0,3,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,3,14,9,7,13,7,0,55,8,6,3,6,10,8,6,0,38,4,15,12,27,26,18,3,4,108,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,8,4,18,16,29,30,22,6,4,127,0,0,0,4,0,0,0,0,3,4,0,0,0,3,10,3,0,30,11,29,35,53,56,52,22,8,274
UCL121046,10,19,7,8,4,0,59,0,0,11,6,0,0,0,0,23,0,16,26,23,10,13,5,0,96,0,0,13,13,10,0,3,0,41,0,13,7,10,11,4,0,0,48,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,13,7,15,10,3,0,0,57,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,32,73,76,48,32,13,5,285
UCL121047,5,6,6,0,0,0,22,0,4,4,0,0,0,0,0,9,0,23,14,15,6,12,3,0,75,6,8,13,13,8,3,0,0,52,0,18,18,19,12,11,0,0,81,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,7,5,17,24,19,15,9,0,0,97,0,0,0,0,0,0,0,0,0,0,3,0,0,6,11,0,0,22,13,60,60,62,39,34,13,3,281
UCL121048,0,3,0,8,0,0,14,0,6,0,0,0,0,0,0,6,0,3,12,18,9,18,4,0,64,0,4,7,18,7,14,5,0,55,8,14,11,30,28,22,14,0,119,0,0,0,0,0,4,0,0,9,0,0,0,3,0,4,0,0,9,9,14,8,29,27,25,13,0,136,0,0,0,0,0,0,0,0,0,4,0,0,0,6,6,5,0,21,16,26,27,75,58,68,24,0,284
UCL121049,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,11,8,11,13,14,5,0,0,0,40,0,7,0,5,0,0,3,0,29,16,26,20,26,22,9,5,0,122,0,0,3,5,0,0,0,0,13,0,3,0,0,0,0,0,0,7,19,27,28,31,24,10,5,0,147,0,0,0,0,0,0,0,0,5,10,13,13,14,8,6,6,0,73,30,68,60,61,41,21,18,0,300
UCL121050,0,3,5,8,0,0,17,0,5,0,0,0,5,0,0,12,0,7,13,3,8,15,14,5,58,0,0,3,3,15,17,13,0,50,5,7,9,13,26,23,13,8,106,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,17,5,9,5,18,26,31,22,8,123,0,0,0,0,0,3,0,0,5,7,10,9,11,9,17,34,12,100,11,25,34,36,60,85,89,23,367
UCL121051,4,0,3,0,0,0,9,0,0,3,3,0,0,0,0,11,3,17,19,4,8,11,6,0,59,0,4,10,10,8,10,7,0,51,6,18,15,23,32,22,11,0,135,0,0,5,0,0,0,0,0,8,0,0,3,0,3,3,0,0,16,11,19,21,24,38,25,14,0,159,0,0,0,0,0,0,0,0,3,4,5,3,3,5,17,19,12,74,21,43,58,46,67,71,46,13,360
UCL121052,3,7,7,13,4,0,46,0,0,3,0,8,6,5,0,21,3,16,26,15,26,29,10,0,119,0,9,18,8,15,21,5,0,70,10,14,21,27,34,27,7,6,145,0,4,6,0,3,3,0,0,11,3,0,5,4,4,7,0,0,16,13,18,24,35,38,35,9,6,178,0,0,4,0,0,5,0,0,5,7,15,18,9,26,15,9,4,88,27,62,92,74,122,106,29,9,532
UCL121053,0,3,0,0,0,0,6,0,0,7,0,0,0,0,0,4,0,12,0,3,3,9,3,0,36,0,5,12,8,3,5,3,0,44,8,25,22,15,20,24,8,0,117,0,0,0,0,0,3,0,0,6,0,0,0,0,0,4,0,0,3,7,29,19,23,22,24,9,0,136,0,0,0,0,0,0,0,0,0,6,10,10,4,19,17,12,15,96,16,57,55,42,53,63,25,12,326
UCL121054,10,7,8,0,0,0,26,0,0,4,3,0,0,0,0,11,13,9,15,25,17,3,3,0,81,4,4,9,21,11,11,5,4,63,17,13,20,53,29,29,5,0,169,4,0,0,0,0,4,0,0,4,0,5,0,5,0,0,0,0,17,24,14,22,60,32,31,5,0,192,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,6,0,15,35,29,64,119,69,48,17,5,388
UCL121055,7,0,3,0,0,0,14,0,0,3,5,0,5,0,0,11,0,9,17,17,22,15,4,3,90,0,3,13,3,8,17,3,0,49,0,18,32,23,33,20,5,0,127,6,0,0,0,0,0,0,0,4,0,0,0,4,5,0,3,0,12,3,21,32,26,34,18,5,0,140,0,0,0,4,0,0,0,0,4,7,6,11,5,8,4,7,0,35,12,34,84,59,84,59,21,4,356
UCL121056,0,0,0,0,0,0,5,0,0,0,3,5,0,0,0,11,0,19,8,17,7,10,3,0,68,0,4,14,18,6,6,0,0,62,19,33,33,41,44,23,8,0,196,5,4,3,0,0,0,0,0,12,0,0,0,0,6,0,0,0,12,22,34,40,43,47,24,5,0,221,0,0,0,0,5,0,0,0,9,6,8,4,0,15,11,4,0,41,30,67,74,84,86,57,21,4,422
UCL121057,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,10,11,9,6,6,0,0,49,4,10,9,5,8,5,0,0,46,27,33,34,27,29,30,4,0,183,6,3,0,5,3,0,0,0,13,0,0,0,0,5,8,0,0,11,30,34,34,29,35,34,4,0,208,0,0,0,0,0,0,0,0,4,0,3,4,0,6,0,0,0,21,38,61,67,50,63,53,6,0,333
UCL121058,3,19,7,9,0,0,38,0,5,6,9,8,14,0,0,48,0,24,57,55,33,34,3,0,220,0,15,30,51,40,27,15,4,185,24,44,63,85,78,57,24,4,372,4,0,0,5,6,3,3,0,17,9,0,4,4,13,9,5,5,38,37,47,69,87,88,66,29,6,431,0,0,0,3,0,0,0,0,0,7,0,16,12,16,10,0,0,65,45,98,180,238,202,155,57,15,991
UCL121059,4,0,9,4,5,0,16,0,0,3,3,0,3,0,0,9,0,7,8,8,7,13,5,0,58,0,3,4,9,6,7,0,0,36,8,33,24,24,29,26,6,0,143,0,0,0,6,3,0,0,0,10,0,3,0,0,3,6,0,0,15,5,37,26,28,37,31,6,0,169,0,0,0,0,0,0,0,0,4,8,5,0,4,9,0,3,0,33,21,56,49,52,69,61,17,3,326
UCL121060,3,5,3,5,0,0,18,0,0,6,3,4,7,0,0,19,0,10,22,30,23,11,6,0,92,0,12,12,24,21,13,0,0,81,19,19,35,40,36,27,8,0,181,0,0,0,0,3,0,0,0,10,0,0,3,0,3,8,0,0,20,17,20,37,42,40,32,13,0,212,0,0,0,0,0,0,0,0,0,10,0,6,3,0,7,3,0,34,26,49,87,112,93,74,23,0,464
UCL121061,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,12,0,5,0,0,0,19,0,3,10,7,0,5,0,0,19,8,18,34,38,13,7,3,0,120,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,24,36,38,15,8,3,0,127,0,0,0,0,0,0,0,0,3,3,4,5,4,5,5,0,0,23,15,32,57,50,21,18,5,3,203
UCL121062,11,10,9,8,5,0,51,0,0,3,6,9,6,0,0,33,5,31,30,25,23,10,5,0,136,3,10,16,29,15,13,3,0,91,16,23,31,33,34,11,5,0,159,0,0,0,0,0,3,0,0,10,4,0,0,6,4,3,0,0,13,17,27,34,38,47,14,5,0,180,0,4,0,0,3,0,0,0,3,3,0,0,4,4,5,3,0,25,30,81,104,119,100,57,20,4,517
UCL121063,0,6,0,13,0,0,15,0,0,0,0,5,3,0,0,15,0,7,12,13,13,18,0,0,60,0,0,4,4,17,25,3,0,52,5,12,8,17,33,46,22,9,150,0,0,0,0,0,0,0,0,5,0,0,0,0,4,11,0,0,19,9,12,14,17,35,60,27,11,179,0,0,0,0,6,5,4,0,17,0,0,3,5,3,20,12,0,44,9,28,30,37,73,146,48,9,379
UCL121064,4,0,7,5,0,0,14,0,0,0,0,3,0,0,0,5,4,7,6,9,8,3,6,0,52,0,0,5,10,9,10,3,0,47,18,11,18,35,34,23,8,7,146,0,0,0,4,7,0,0,0,9,0,0,0,0,4,3,0,0,15,15,13,18,35,45,28,8,7,169,0,0,0,0,5,0,0,0,3,12,3,4,9,4,4,5,0,53,27,25,39,75,86,59,25,14,353
UCL121065,0,0,0,0,4,0,11,0,0,0,0,3,0,0,0,9,0,13,11,8,18,21,3,0,74,0,3,6,10,15,19,3,0,59,13,21,20,21,34,37,17,4,167,5,0,0,0,10,0,0,0,22,0,0,0,0,0,6,0,0,18,21,20,19,24,43,43,24,8,209,0,0,0,0,4,0,0,0,6,6,11,8,9,15,21,25,0,91,28,51,48,50,94,106,63,8,456
UCL121066,0,0,0,5,3,0,7,0,0,3,0,0,0,0,3,4,0,8,16,0,3,0,0,0,29,3,6,6,9,5,3,4,0,34,5,19,22,24,24,5,5,0,104,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,7,10,21,28,24,28,5,5,0,119,0,0,0,0,0,0,0,0,0,0,10,3,7,6,13,6,4,45,12,46,47,38,40,32,19,10,244
UCL121067,0,0,0,0,0,0,9,0,3,0,0,0,7,0,0,9,5,14,3,4,5,0,10,7,49,5,4,9,8,14,8,3,0,47,18,14,12,33,40,19,13,4,152,0,3,0,0,3,0,0,0,14,0,0,0,0,3,11,0,0,17,20,20,16,31,46,29,12,4,177,6,0,0,0,0,0,0,0,5,10,4,6,8,9,18,12,6,82,39,46,34,53,81,65,38,16,375
UCL121068,15,10,20,17,13,0,82,0,3,12,4,8,20,4,0,57,3,12,31,29,45,49,12,3,190,6,15,26,27,44,43,18,0,172,30,52,64,84,85,87,23,5,427,3,0,5,5,5,8,3,0,35,5,4,8,10,18,12,3,0,58,37,55,76,99,110,106,31,7,518,0,0,3,3,0,3,0,0,13,13,14,13,15,29,27,17,3,134,66,107,166,185,258,269,94,15,1167
UCL121069,8,8,5,0,0,0,25,0,0,4,5,3,0,0,0,13,9,12,25,40,13,6,4,0,102,0,8,20,27,14,0,5,0,81,12,20,25,41,20,11,0,0,130,0,0,0,0,0,4,0,0,9,0,0,0,6,3,0,0,0,13,15,18,29,52,30,13,0,0,156,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,8,28,42,79,134,64,31,5,0,390
UCL121070,12,9,10,7,0,0,43,0,0,0,0,7,4,0,0,13,6,10,18,24,22,18,0,0,99,0,9,4,17,13,4,4,0,48,4,5,10,23,18,12,4,0,85,0,0,0,5,0,0,0,0,5,0,0,0,3,0,0,3,0,10,4,6,10,28,23,12,12,6,101,0,0,0,0,0,0,3,0,3,0,4,6,4,4,4,0,0,20,12,26,45,84,83,47,25,6,330
UCL121071,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,9,9,3,6,0,0,0,16,0,4,0,9,0,0,0,0,19,12,15,29,28,12,13,0,0,103,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,10,15,15,37,31,11,17,0,0,125,0,0,0,0,0,0,0,0,0,5,3,4,7,5,5,8,6,49,19,28,51,47,29,27,10,3,217
UCL121072,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,19,3,11,8,3,0,0,40,6,14,5,10,7,4,0,0,45,13,57,35,21,16,17,9,3,159,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,12,15,58,34,21,18,18,9,3,177,0,0,0,0,0,0,0,0,0,5,27,19,3,11,13,6,6,79,26,115,63,41,41,39,17,5,347
UCL121073,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,14,0,0,4,6,3,11,0,0,35,4,13,26,35,14,24,9,0,129,0,0,3,0,3,0,0,0,10,0,0,0,0,0,4,0,0,6,4,13,30,39,14,28,8,0,139,0,0,0,0,0,0,0,0,0,9,7,9,9,18,13,14,7,86,21,31,49,57,41,54,25,10,281
UCL121074,11,8,10,10,3,0,51,0,0,0,4,3,10,0,0,17,3,21,16,18,20,22,3,0,104,0,3,13,14,17,14,5,0,73,5,9,13,15,25,8,6,0,84,4,0,0,0,0,4,0,0,12,0,0,0,3,0,3,3,0,12,10,10,12,18,20,19,11,0,107,0,0,0,0,0,0,0,0,4,0,3,4,3,9,3,8,4,29,14,50,54,64,82,73,35,6,384
UCL121075,0,5,4,0,0,0,16,0,0,4,0,0,3,0,0,13,4,0,13,10,7,6,9,6,53,0,0,0,6,6,18,6,6,54,5,10,4,14,13,10,20,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,0,22,5,10,4,13,15,12,33,7,106,0,0,0,0,0,4,0,0,3,0,0,0,5,3,15,44,77,147,15,19,21,38,43,55,96,90,385
UCL121076,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,4,16,21,8,8,10,0,0,66,0,9,17,6,11,7,3,0,61,14,31,63,47,30,17,7,0,211,3,3,0,6,0,0,0,0,14,5,5,3,5,3,4,0,0,21,21,38,67,51,42,26,7,0,248,0,0,0,0,0,0,0,0,0,17,10,12,10,15,14,0,0,89,47,83,118,83,73,54,14,0,476
UCL121077,9,11,0,0,4,0,27,0,0,7,4,3,9,0,0,23,0,13,26,24,17,10,0,0,95,0,6,13,12,5,7,5,0,55,4,23,21,14,21,10,6,0,99,0,0,5,0,0,0,0,0,9,0,0,0,4,3,4,3,0,11,6,23,25,20,24,11,10,0,124,0,0,0,0,0,0,0,0,5,14,8,8,15,9,6,3,0,63,27,56,93,83,59,47,21,5,391
