LGA_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
LGA41060,929,883,1805,2718,2412,5123,1480,1419,2901,376,396,772,4575,4238,8810,1514,1352,2862,1244,1333,2576,419,390,815,3175,3085,6263,220,172,394,254,372,622,285,192,478,470,696,1167,5,3,8,1237,1436,2673,1410,1795,3203,642,801,1437,215,266,487,593,924,1519,12,10,19,2869,3799,6665,4106,5247,9353,147,167,312,275,415,695,3,7,17,430,591,1024,2024,2071,4091,93,128,218,15329,16231,31562
LGA41140,63,62,123,227,216,445,118,122,235,44,33,72,389,363,756,226,227,459,5,0,13,28,39,66,264,271,538,3,9,14,8,18,25,20,20,46,24,60,80,0,0,0,59,100,161,8,23,31,4,14,17,0,10,10,8,48,63,0,0,0,22,100,119,84,204,283,3,4,7,8,20,35,0,0,0,14,25,41,277,286,562,0,0,4,1090,1215,2309
LGA41190,13,11,29,84,89,168,0,0,0,3,0,5,88,87,174,57,38,96,0,0,0,0,0,0,60,38,99,0,0,0,3,0,3,3,0,6,6,9,12,0,0,0,13,8,17,0,6,4,0,4,7,0,0,0,0,3,0,0,0,0,5,12,13,17,19,31,0,0,0,0,5,7,0,0,0,4,5,6,74,51,125,0,0,0,247,219,467
LGA41330,12,11,19,39,29,77,0,0,0,3,3,9,42,41,83,28,28,55,0,0,0,4,0,3,29,30,58,0,0,0,0,3,5,0,0,0,13,14,22,0,0,0,18,19,36,0,0,3,7,3,9,0,0,0,4,5,15,0,0,0,10,15,23,24,32,54,0,0,6,0,3,3,0,0,0,0,4,8,278,191,467,4,3,8,392,303,698
LGA41560,77,77,160,383,323,706,89,84,175,71,73,149,548,481,1025,314,261,569,11,6,19,43,62,105,361,334,697,6,8,18,6,14,21,34,20,56,34,71,104,3,0,5,85,113,196,8,35,49,5,33,39,4,12,16,14,45,57,0,0,0,36,123,166,123,243,361,10,13,19,18,36,56,0,0,0,26,52,71,549,510,1059,5,3,8,1688,1692,3377
LGA41750,9,12,21,51,39,90,0,0,0,0,4,0,54,41,92,21,21,41,0,0,0,5,3,7,29,19,49,0,0,0,0,0,0,0,3,4,0,5,7,0,0,0,3,8,13,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,5,6,7,8,16,26,0,3,4,0,0,0,0,0,0,0,8,6,68,49,119,0,0,0,166,141,307
LGA41830,16,16,27,46,48,91,6,4,6,4,3,4,53,56,103,30,15,48,4,11,11,0,3,4,32,27,63,5,0,5,0,0,0,5,5,7,0,7,10,0,0,0,8,12,18,0,5,5,0,3,3,0,0,0,3,15,21,0,0,0,3,25,24,10,32,46,0,0,0,5,3,5,0,0,0,4,3,4,89,83,173,4,4,6,203,221,429
LGA41960,10,8,12,61,45,110,0,0,0,0,0,4,63,41,110,26,22,43,0,0,0,0,0,0,26,22,43,0,0,0,0,0,0,0,0,3,0,8,4,0,0,0,7,10,12,0,3,3,0,0,3,0,0,6,0,4,6,0,0,0,3,11,10,8,17,24,4,0,0,0,0,0,0,0,0,4,0,0,71,56,122,0,0,0,177,145,317
LGA42030,188,203,394,658,567,1227,150,170,322,277,293,577,1089,1033,2123,292,262,555,237,217,455,247,247,488,772,734,1504,39,39,80,22,46,66,66,46,112,95,158,255,0,0,0,225,292,513,138,237,379,46,101,151,28,36,67,71,150,227,3,0,5,293,529,820,520,818,1337,16,27,46,42,74,122,0,0,0,62,105,165,457,526,984,9,13,21,3099,3428,6525
LGA42110,23,16,43,110,102,212,10,10,22,23,30,49,142,143,281,79,113,186,0,0,5,9,16,26,83,129,216,5,0,5,0,9,9,8,9,17,12,20,31,0,0,0,17,36,56,5,7,12,5,10,11,0,5,3,3,9,16,0,0,0,10,27,43,32,63,94,0,4,6,7,8,7,0,0,0,3,10,12,182,170,350,5,0,3,477,530,1008
LGA42250,53,55,116,270,250,518,62,69,127,34,47,83,369,359,729,150,154,304,75,58,138,45,38,82,270,249,517,8,3,13,5,12,20,52,18,66,16,39,58,0,0,0,80,76,154,4,28,35,6,17,25,3,5,12,8,32,41,0,0,0,24,86,109,104,164,265,13,4,13,10,24,28,0,0,0,18,28,46,951,329,1276,4,4,5,1770,1186,2954
LGA42600,246,245,496,810,683,1496,267,294,565,248,236,480,1332,1215,2542,478,447,925,358,319,675,244,258,499,1080,1027,2104,47,26,69,57,70,120,94,44,138,144,186,325,7,0,4,339,326,666,406,547,950,160,223,385,54,82,134,182,322,503,5,0,5,804,1174,1977,1143,1503,2644,32,50,77,63,110,172,0,0,3,96,162,257,530,566,1097,32,32,67,4458,4747,9205
LGA42750,40,26,64,197,183,383,0,0,0,0,0,4,204,186,386,114,71,193,0,0,0,0,0,4,114,76,192,6,3,4,3,0,7,3,6,12,15,28,47,0,0,0,28,46,73,4,4,7,0,12,14,0,0,0,11,28,39,0,0,0,18,36,56,45,85,131,0,0,3,0,9,14,0,0,0,3,10,19,235,217,448,4,0,3,651,596,1245
LGA43080,0,4,8,31,39,75,0,0,0,3,3,3,34,38,76,27,17,46,0,0,0,3,8,6,32,24,56,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,9,10,6,13,13,0,0,0,0,0,0,0,0,0,3,0,4,38,37,76,0,4,0,120,122,239
LGA43220,15,8,19,56,61,121,0,0,0,0,0,0,59,61,117,32,28,56,0,0,0,0,0,0,32,28,56,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,5,12,13,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,13,10,4,18,21,0,0,5,0,4,4,0,0,0,0,7,7,34,34,65,0,0,0,140,148,291
LGA43360,11,7,21,83,76,158,0,0,0,0,0,0,83,76,158,54,37,92,0,0,0,0,0,0,54,37,87,0,0,0,0,0,0,4,8,10,4,9,12,0,0,0,13,18,29,4,16,16,0,4,4,0,3,5,0,7,7,0,0,0,5,24,28,12,44,55,0,3,4,0,0,5,0,0,0,0,4,5,66,59,123,0,0,0,230,227,459
LGA43650,117,115,239,658,560,1218,60,62,126,167,161,327,881,782,1661,323,293,614,164,140,307,123,121,246,614,559,1168,14,16,28,4,18,26,84,36,121,37,96,131,0,0,0,138,168,305,106,251,357,22,63,92,10,27,35,38,84,117,0,0,0,178,423,602,314,594,910,7,8,19,16,34,51,0,0,0,22,46,69,316,304,619,0,6,9,2270,2416,4684
LGA43710,44,45,93,225,205,430,50,45,100,38,20,59,310,273,584,136,115,247,30,41,68,18,28,42,181,178,360,0,4,4,6,8,8,12,3,16,10,27,41,0,0,5,36,39,70,5,12,18,7,12,9,0,6,6,5,35,40,0,0,0,15,63,78,52,97,151,3,0,3,5,14,17,0,0,0,6,14,26,348,165,510,5,0,5,957,775,1729
LGA43790,72,70,139,360,323,681,43,52,100,114,119,234,521,498,1017,287,305,595,3,0,3,15,6,22,303,315,618,5,8,9,9,15,22,35,15,54,33,53,88,0,0,0,89,92,175,6,29,36,0,28,25,3,5,15,19,56,76,0,0,0,30,126,159,112,216,328,13,10,24,15,29,40,0,0,0,22,42,65,414,379,798,93,40,128,1540,1558,3093
LGA44000,0,0,0,3,5,5,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,7,11
LGA44060,859,786,1646,2493,2375,4869,843,786,1639,455,471,923,3798,3641,7439,1395,1418,2809,646,572,1219,457,504,955,2496,2493,4994,167,144,309,172,257,432,261,152,410,466,612,1082,6,9,10,1075,1174,2246,1151,1573,2720,649,897,1552,154,220,371,458,797,1256,3,11,12,2420,3497,5915,3500,4670,8171,143,138,275,240,303,546,0,7,9,382,444,826,1249,1315,2560,64,98,163,12356,13446,25797
LGA44210,41,46,89,249,234,483,14,9,24,31,36,68,302,277,576,167,141,303,6,4,12,32,46,77,207,192,397,3,3,7,3,23,25,24,8,30,22,42,65,6,3,8,59,74,135,16,14,24,4,11,17,3,3,12,4,28,33,0,0,0,25,54,76,81,131,214,3,8,12,3,13,19,0,0,0,7,24,31,613,357,969,5,0,5,1251,1024,2279
LGA44340,676,568,1247,2152,1995,4151,405,373,776,571,534,1105,3131,2904,6038,951,943,1890,526,530,1062,855,848,1705,2338,2322,4660,74,63,136,97,102,198,150,75,222,240,321,561,3,0,3,566,559,1125,1183,1534,2711,465,573,1044,127,173,302,403,652,1058,7,8,13,2187,2929,5121,2754,3493,6247,81,68,142,152,207,355,0,0,0,225,276,504,712,797,1512,33,57,91,9876,10420,20296
LGA44550,358,319,681,1297,1169,2469,209,210,417,437,373,810,1950,1751,3700,675,637,1311,154,180,331,427,424,846,1252,1233,2490,59,53,112,34,63,95,125,79,209,168,237,409,0,0,3,386,433,822,247,425,677,92,195,289,48,61,110,131,335,466,0,9,9,517,1027,1546,910,1461,2368,26,32,57,72,134,203,0,3,3,100,167,265,735,756,1488,21,18,35,5319,5710,11023
LGA44620,223,234,453,908,852,1763,233,193,425,116,105,222,1253,1157,2416,498,550,1051,197,181,376,108,97,207,803,834,1637,10,34,47,19,73,99,87,70,154,126,199,327,0,0,0,243,379,623,27,86,113,32,95,126,7,30,41,63,167,229,0,5,5,126,377,508,376,757,1131,20,29,50,44,84,133,0,0,0,67,119,186,736,753,1492,16,9,30,3481,3857,7339
LGA44830,14,19,27,79,81,159,6,11,16,5,5,7,90,97,185,64,51,115,11,10,14,7,5,3,81,67,142,0,3,0,0,4,4,3,0,9,5,12,18,0,0,0,12,24,36,0,6,5,4,3,10,0,0,0,3,3,10,0,0,0,8,13,27,22,41,58,0,0,0,6,3,8,0,0,0,6,3,7,174,180,356,0,0,0,382,402,788
LGA45040,154,151,303,509,536,1041,221,214,442,151,165,319,884,918,1802,406,399,814,29,17,44,142,139,278,574,564,1138,23,22,39,14,47,59,51,51,97,69,131,199,0,0,0,155,239,402,41,78,121,27,43,70,10,18,25,31,81,107,0,0,0,113,221,332,275,459,734,19,25,46,41,60,98,0,0,0,58,82,136,1134,654,1791,8,18,25,3091,2838,5927
LGA45090,66,59,127,352,343,701,9,8,20,53,38,96,416,395,818,183,168,351,22,22,35,24,22,47,229,206,442,3,0,3,8,4,10,26,14,43,23,46,71,0,0,0,61,65,131,3,28,29,7,20,31,6,10,6,7,37,48,0,0,0,25,91,112,83,160,242,5,6,19,10,22,35,0,0,0,20,34,49,318,268,586,16,16,30,1158,1138,2288
LGA45120,42,32,69,135,111,244,65,85,146,3,6,14,200,199,397,95,85,180,24,20,48,3,3,5,122,112,234,5,7,10,0,5,5,20,4,28,3,23,22,0,0,0,23,36,64,0,5,6,3,5,13,0,3,3,5,20,30,0,0,0,16,39,53,41,83,121,0,0,3,0,11,11,0,0,0,0,12,11,121,111,232,0,0,5,526,539,1069
LGA45290,263,275,536,883,913,1792,227,220,444,222,196,417,1336,1324,2658,440,374,814,249,279,536,567,312,877,1259,969,2224,58,49,110,105,111,211,68,30,100,153,219,374,0,0,0,379,418,800,687,774,1459,361,389,755,88,81,171,235,354,598,0,4,4,1376,1602,2982,1761,2021,3779,49,51,106,93,120,209,5,3,6,146,175,320,588,561,1152,50,36,84,5396,5359,10760
LGA45340,1442,1362,2799,5696,5224,10918,1063,1031,2094,1263,1216,2478,8027,7485,15509,3319,3135,6450,918,810,1724,1162,1199,2357,5400,5147,10545,218,215,437,162,362,524,505,359,859,715,1088,1805,16,8,18,1619,2032,3647,1059,1584,2639,458,768,1226,186,336,521,507,1269,1776,3,3,11,2214,3962,6174,3833,6001,9827,143,179,322,368,598,965,5,4,14,519,778,1298,3097,3198,6291,67,83,151,22383,24048,46428
LGA45400,6,7,11,33,30,61,0,0,0,0,0,0,35,32,60,23,23,48,0,0,0,0,0,0,28,23,48,0,0,0,0,0,0,0,3,4,4,3,9,0,0,0,5,7,13,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,6,0,11,10,11,23,3,0,4,3,3,0,0,0,0,5,3,7,42,37,82,0,3,4,121,112,234
LGA45540,10,5,13,24,26,54,26,23,55,0,0,0,56,54,108,24,29,52,0,0,0,0,0,0,25,32,58,0,0,5,0,0,0,3,0,7,0,15,12,0,0,0,4,14,21,0,0,0,0,4,4,0,3,3,0,4,4,0,0,0,0,9,13,10,24,33,0,5,5,0,0,3,0,0,0,0,7,5,105,117,222,0,0,0,201,240,435
LGA45680,988,927,1911,3714,3448,7157,912,896,1805,976,1008,1986,5609,5354,10967,1918,1844,3760,611,543,1151,717,675,1397,3248,3066,6317,138,159,293,181,311,489,252,238,494,417,737,1151,0,4,9,985,1452,2441,479,802,1280,222,356,572,96,143,235,241,477,715,5,3,9,1037,1785,2823,2033,3241,5272,132,169,298,221,353,574,7,9,9,357,528,884,2970,3035,6005,24,46,75,15238,16195,31433
LGA45890,1225,1001,2223,3032,2865,5896,1600,1518,3124,628,645,1276,5276,5043,10310,1807,1664,3474,1050,1161,2212,577,601,1178,3443,3426,6869,359,216,578,415,605,1021,283,205,485,663,977,1639,6,8,10,1724,2008,3740,1594,1874,3471,841,1040,1879,205,233,441,596,944,1541,8,11,20,3237,4104,7342,4979,6119,11101,316,324,642,358,497,857,10,8,15,686,828,1514,3288,2666,5958,110,123,234,19004,19208,38213
LGA46090,112,113,224,475,453,928,119,121,246,18,40,61,613,619,1230,262,248,505,101,91,191,12,7,21,370,344,718,7,14,26,9,26,37,37,20,62,36,78,109,0,0,5,100,134,233,11,34,48,18,36,55,8,9,15,30,73,105,0,0,0,71,160,229,167,294,460,7,21,24,16,27,44,5,0,5,27,47,74,1259,588,1847,30,11,37,2584,2014,4594
LGA46300,109,93,204,396,346,742,169,162,331,85,79,163,658,582,1238,230,214,438,106,144,254,52,66,122,389,424,812,12,12,30,6,18,22,37,33,66,39,87,128,0,0,3,101,148,255,9,28,38,18,23,39,7,21,23,21,74,95,0,0,0,54,150,203,153,304,454,6,9,19,21,47,65,0,4,3,26,58,85,503,441,947,4,5,11,1842,1908,3752
LGA46450,98,99,204,445,454,898,210,168,378,52,56,111,706,676,1389,330,301,630,193,227,416,33,51,84,559,577,1132,4,20,26,10,25,34,47,39,91,48,85,131,0,4,9,115,171,289,12,66,81,13,33,48,5,23,25,26,61,82,0,0,0,57,179,239,177,349,529,13,8,28,18,29,47,0,0,0,34,38,72,612,551,1154,5,0,0,2191,2296,4486
LGA46510,192,190,380,677,609,1292,261,222,479,128,113,239,1068,945,2014,282,237,525,235,232,466,155,154,310,673,625,1295,60,33,92,66,74,144,54,17,77,97,118,221,0,0,0,283,249,532,381,460,838,186,204,387,40,47,85,152,206,359,0,5,5,756,909,1664,1042,1164,2202,41,50,92,83,84,170,3,5,7,129,135,263,274,281,559,12,25,36,3389,3358,6744
LGA46670,60,55,115,257,269,527,140,128,270,16,8,22,406,403,812,241,237,485,3,0,3,6,0,6,259,237,496,5,3,12,10,14,25,29,20,51,31,44,74,6,0,6,74,86,161,9,42,47,10,27,41,4,7,10,17,33,49,0,0,0,38,106,148,114,193,306,4,5,15,12,17,35,0,0,5,18,27,42,351,326,677,447,20,466,1651,1268,2915
LGA46860,5,16,19,63,55,112,0,4,4,0,0,0,62,52,114,31,38,66,0,0,0,0,0,0,32,36,73,0,0,0,0,0,0,4,4,6,6,6,13,0,0,0,11,12,24,0,4,4,0,0,0,3,5,4,7,7,10,0,0,0,10,17,22,17,25,44,0,0,3,0,4,3,0,0,0,0,7,10,37,40,82,0,3,4,167,176,344
LGA46970,37,31,67,149,135,281,81,97,177,0,0,0,227,230,459,110,83,188,6,10,10,0,7,9,115,91,211,7,0,6,9,3,13,9,3,14,34,28,63,0,0,0,56,40,102,0,10,9,6,8,15,4,5,10,34,41,78,0,0,0,51,59,110,112,96,211,0,5,5,13,12,20,0,0,0,10,13,23,1059,328,1383,8,4,11,1571,799,2372
LGA47140,1297,1193,2490,4817,4487,9302,1123,1066,2193,1097,1127,2225,7047,6696,13740,2692,2468,5159,943,1064,2013,969,969,1935,4615,4514,9126,330,268,596,389,593,982,313,263,578,621,1057,1680,8,15,23,1661,2197,3858,1481,1768,3252,668,822,1485,190,232,425,465,720,1188,5,7,13,2816,3543,6365,4490,5755,10243,318,322,640,379,577,955,13,13,25,704,913,1618,3085,3062,6145,150,148,304,21390,22284,43675
LGA47290,12,13,23,69,81,150,0,0,0,5,0,8,73,87,156,41,45,84,0,0,0,0,0,4,40,43,83,0,0,5,0,0,0,5,4,5,8,14,16,0,0,0,13,17,29,0,4,11,0,0,0,0,0,0,5,3,7,0,0,0,5,13,18,17,24,44,3,0,3,3,7,11,0,0,0,11,7,16,100,81,178,0,0,3,253,262,512
LGA47490,21,14,34,94,101,191,0,3,3,0,0,0,94,103,192,41,44,89,3,0,0,0,0,0,47,44,92,0,0,0,0,0,0,0,5,3,5,9,13,0,0,0,8,13,20,0,4,4,0,3,4,0,0,0,0,11,9,0,0,0,0,20,18,13,29,40,0,0,0,6,8,5,0,0,0,6,8,5,106,91,192,0,0,0,274,289,566
LGA47630,51,46,98,322,313,631,0,0,0,5,3,3,323,316,634,179,152,325,0,0,0,8,4,15,189,151,341,10,4,14,3,3,7,19,12,33,23,40,59,0,0,0,63,59,121,4,9,17,0,17,18,6,11,19,10,26,34,0,0,0,19,61,84,80,117,201,0,4,13,8,17,24,0,0,3,12,23,32,311,239,551,14,16,35,977,920,1898
LGA47700,774,738,1510,3122,2880,6000,718,696,1413,806,772,1580,4644,4352,9002,1755,1602,3358,667,687,1358,684,708,1397,3114,3005,6118,174,120,296,156,197,352,294,187,479,421,631,1050,0,0,5,1041,1135,2179,985,1255,2239,345,468,815,145,180,325,387,704,1088,5,0,10,1868,2606,4475,2913,3745,6662,132,111,241,259,374,629,3,0,5,390,485,875,1142,1185,2324,57,58,110,13024,13573,26595
LGA47800,35,26,64,197,174,371,7,0,4,24,15,40,225,189,414,101,90,189,0,3,7,26,24,52,132,114,249,0,3,0,0,5,6,10,3,15,7,23,34,0,4,7,21,43,66,12,12,28,6,9,14,0,3,5,3,14,21,0,0,0,19,39,65,43,87,128,6,6,15,5,7,15,0,0,0,7,15,24,294,237,532,0,0,0,731,676,1410
LGA47910,15,24,38,103,96,196,0,0,0,0,9,13,108,106,213,58,55,114,0,12,17,7,5,11,73,66,141,0,3,3,0,6,5,4,0,7,7,8,14,0,0,0,7,18,23,0,4,6,4,0,7,0,0,0,3,15,16,0,0,0,4,26,28,17,36,58,0,0,4,0,3,5,0,0,0,5,0,7,85,81,162,0,0,0,294,323,614
LGA47980,354,320,671,1074,918,1998,185,193,380,384,360,740,1641,1476,3114,440,404,841,218,259,476,505,607,1111,1161,1269,2427,53,24,79,70,130,197,60,29,90,148,177,327,4,0,3,334,371,701,649,837,1482,327,339,665,82,84,162,233,371,605,0,3,7,1286,1633,2921,1623,2007,3619,29,45,74,83,95,184,0,0,0,111,145,258,374,454,828,31,38,65,5292,5692,10987
LGA48050,83,77,166,364,311,677,15,19,27,177,190,369,549,523,1071,192,187,374,8,12,28,137,158,299,344,354,698,11,13,22,8,20,34,20,18,41,50,81,127,0,0,0,94,131,218,28,55,83,19,43,64,14,13,25,26,71,96,0,0,0,83,186,273,179,317,493,17,7,27,15,40,58,0,0,0,38,47,85,276,336,608,15,9,25,1475,1674,3148
LGA48130,50,52,105,281,244,518,15,19,35,59,52,111,355,317,668,154,150,308,9,12,14,40,57,94,203,215,416,5,7,9,11,4,14,14,10,28,13,30,47,0,0,0,38,55,92,10,22,32,11,10,18,0,9,8,4,26,28,0,0,0,27,63,94,63,121,186,0,0,0,5,13,16,0,0,0,6,13,17,201,171,372,0,0,5,879,891,1767
LGA48260,59,70,131,163,140,302,43,46,86,93,118,210,296,303,600,61,75,127,33,53,84,123,214,335,219,344,559,10,11,18,14,8,21,14,6,21,23,40,59,0,0,0,59,63,116,148,193,335,50,60,114,22,9,35,54,67,121,0,0,0,271,327,604,335,387,723,6,6,14,13,27,36,0,0,0,23,32,50,135,125,259,12,11,24,1070,1279,2346
LGA48340,85,72,153,365,324,687,120,158,276,17,20,29,502,495,990,247,224,471,52,54,111,33,32,60,330,309,640,11,10,23,3,16,14,43,24,63,21,57,77,0,0,0,74,106,181,6,26,34,10,31,35,0,14,14,12,37,45,0,0,0,25,105,133,100,212,311,10,9,17,13,21,31,4,0,5,28,28,55,413,392,801,3,3,6,1456,1507,2959
LGA48410,477,435,914,1397,1293,2689,561,561,1129,258,255,520,2219,2114,4333,781,746,1531,466,487,951,294,345,640,1547,1575,3120,182,118,300,263,305,568,145,70,214,264,378,640,3,0,4,850,867,1727,956,1255,2213,575,688,1270,103,178,276,336,505,842,5,9,12,1978,2630,4609,2835,3505,6342,126,123,247,159,216,372,3,0,3,286,340,624,896,872,1766,49,63,110,8304,8904,17210
LGA48540,168,180,345,718,655,1373,157,165,323,90,75,164,971,898,1866,438,414,852,146,182,327,27,20,50,608,619,1226,16,34,46,18,42,56,75,36,113,67,122,193,0,0,0,176,238,413,23,79,101,23,70,94,10,18,28,38,115,151,4,0,4,94,281,377,274,519,791,16,19,39,33,72,106,0,3,3,49,92,147,751,667,1418,6,10,11,2828,2979,5802
LGA48640,9,8,21,56,70,125,0,0,0,3,0,3,60,70,128,20,39,55,0,0,0,0,5,5,20,39,61,0,0,0,0,0,0,3,0,3,3,6,5,0,0,0,6,3,9,0,0,0,0,0,0,0,4,4,0,5,4,0,0,0,0,9,7,4,12,15,0,0,0,0,0,0,0,0,0,0,0,0,62,71,127,3,5,3,156,196,360
LGA48750,48,23,70,142,123,265,8,11,21,44,54,99,194,188,386,92,75,163,3,3,6,44,68,110,139,140,278,4,10,16,3,9,15,11,10,15,10,30,45,0,0,0,36,55,90,3,20,24,5,15,19,4,3,4,6,25,34,0,0,0,22,67,84,52,123,172,5,4,7,6,22,24,0,0,0,8,26,32,150,149,300,6,0,3,593,650,1244
LGA48830,52,54,106,253,216,470,48,39,88,95,86,179,398,339,739,181,174,357,5,6,7,49,43,93,232,227,457,7,8,11,4,12,15,20,10,34,18,50,71,0,0,0,42,79,120,5,27,30,5,16,20,4,9,10,5,43,48,0,0,0,25,88,112,60,166,230,0,12,13,12,21,33,5,0,4,18,26,49,473,416,890,8,0,11,1240,1239,2482
LGA49399,28,23,49,85,108,189,3,4,8,11,13,27,97,124,225,43,46,91,0,0,4,0,4,4,50,44,93,3,4,5,9,0,8,13,0,14,21,16,31,0,0,0,44,17,62,3,4,7,5,6,8,3,5,10,21,14,38,0,0,0,35,31,60,72,52,127,4,0,3,0,3,10,0,0,0,8,8,15,1030,399,1428,9,15,21,1292,661,1955
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,7,0,7,12,0,12
LGA50080,316,282,593,978,889,1869,128,137,268,321,360,683,1429,1393,2819,910,824,1737,131,144,274,385,437,820,1432,1406,2837,73,70,145,31,88,124,171,74,246,118,262,380,0,6,3,402,505,903,49,92,144,42,81,121,16,41,58,81,245,325,0,0,0,192,462,652,594,964,1555,22,36,62,101,130,230,0,0,3,122,170,295,1409,1001,2413,31,23,56,5336,5235,10569
LGA50210,1083,952,2033,3564,3398,6958,599,539,1135,803,809,1610,4979,4755,9728,2231,2110,4337,334,374,706,664,713,1376,3221,3202,6427,207,213,414,157,276,433,283,215,498,328,571,904,0,8,9,979,1283,2259,560,772,1332,233,405,642,103,165,265,291,539,832,3,7,5,1182,1898,3082,2164,3181,5346,160,184,341,230,421,651,8,8,10,390,613,1010,2161,2173,4341,75,114,184,14076,14986,29064
LGA50250,69,80,154,390,320,709,10,5,9,20,13,32,413,346,758,133,135,263,3,0,6,11,5,12,144,137,285,8,3,11,14,11,24,19,13,28,66,45,114,0,0,0,110,73,178,0,12,14,12,11,23,6,7,13,64,61,124,0,0,0,84,92,171,186,162,352,6,11,16,28,17,46,0,0,0,36,26,63,3080,1029,4108,63,44,102,3991,1821,5813
LGA50280,138,152,287,578,524,1101,78,53,127,125,129,257,787,705,1488,470,455,919,27,23,49,30,39,74,528,519,1049,14,10,19,10,24,38,54,15,71,59,148,204,0,3,0,132,201,329,3,21,29,17,45,61,0,10,14,29,107,145,0,0,0,60,187,242,196,385,575,19,16,35,31,60,91,0,0,0,50,73,128,662,670,1335,82,25,101,2437,2532,4966
