SED_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
SED21106,64,1880,61,0,2009,116,1426,49,3,1591,207,2700,160,6,3075,321,3091,191,8,3615,693,3610,200,13,4517,793,2998,124,12,3923,430,2289,103,5,2828,208,1361,94,5,1661,74,540,69,0,688,2917,19892,1043,65,23912,84,1686,58,6,1835,112,1365,49,0,1524,293,3055,183,6,3539,489,3543,222,5,4257,1171,3857,192,21,5238,1312,2805,133,11,4261,661,2388,132,8,3192,253,1706,156,4,2118,66,987,165,0,1219,4435,21398,1288,62,27185,146,3567,121,6,3843,226,2789,94,5,3116,498,5755,348,16,6614,810,6629,415,21,7873,1859,7465,388,37,9754,2105,5806,256,21,8183,1090,4676,235,19,6020,461,3064,245,5,3783,144,1528,235,0,1912,7353,41281,2329,126,51095
SED21203,117,2038,234,0,2387,166,2507,330,0,3003,510,5269,771,13,6572,586,3985,642,12,5226,579,3230,392,3,4208,518,3082,325,9,3933,286,1880,170,5,2343,167,1225,135,0,1523,52,491,50,0,594,2983,23706,3056,40,29788,174,1860,203,0,2237,254,2070,241,3,2561,767,4440,552,15,5764,883,3537,445,4,4869,991,2947,332,9,4276,831,2712,268,10,3825,415,2118,184,5,2730,183,1578,161,4,1930,32,777,80,0,892,4526,22042,2459,53,29083,285,3903,435,0,4627,420,4569,573,4,5571,1275,9707,1322,31,12333,1463,7526,1086,18,10089,1571,6174,730,10,8483,1355,5800,590,14,7756,699,4003,360,10,5072,344,2807,294,4,3455,82,1268,136,0,1489,7513,45752,5518,91,58875
SED21303,71,1205,51,0,1333,153,2541,109,10,2811,522,8268,409,15,9216,532,5469,264,9,6273,745,3386,165,10,4306,624,2306,122,12,3061,297,1601,114,7,2017,153,986,90,4,1231,62,440,64,4,570,3161,26202,1385,66,30818,79,1194,50,0,1321,196,2960,129,4,3297,711,8892,364,16,9990,776,5385,206,9,6366,1163,3127,142,3,4438,1004,2246,109,11,3373,481,1826,103,10,2424,234,1291,117,4,1638,51,807,84,0,944,4697,27730,1298,66,33789,148,2398,103,3,2653,350,5504,237,14,6104,1235,17166,781,31,19202,1307,10856,467,12,12640,1903,6520,312,11,8745,1627,4554,229,26,6430,783,3428,210,15,4436,389,2276,205,4,2870,115,1244,146,8,1514,7860,53934,2683,132,64607
SED21401,98,1751,64,0,1916,130,1872,69,6,2076,260,3555,175,5,3994,453,3487,165,12,4121,713,3194,135,20,4068,806,3001,116,20,3949,403,2588,84,17,3092,356,2203,108,6,2677,150,939,86,3,1177,3378,22594,1001,96,27068,82,1624,44,0,1757,127,1616,62,8,1808,321,3526,177,9,4030,682,3625,163,4,4480,1134,3253,143,23,4545,1158,3076,116,32,4383,691,3039,118,29,3877,433,2620,157,10,3227,100,1351,144,0,1596,4733,23728,1123,118,29699,185,3374,106,0,3669,256,3487,130,12,3885,580,7082,353,10,8031,1134,7112,332,26,8606,1849,6444,272,44,8613,1963,6077,236,53,8332,1098,5620,203,49,6967,789,4825,269,19,5899,249,2291,232,0,2772,8110,46321,2124,216,56767
SED21503,74,1674,103,3,1859,137,2164,207,10,2526,286,4163,315,17,4776,429,3490,182,4,4105,630,3211,130,4,3978,572,2552,136,0,3261,355,2132,111,9,2600,215,1331,74,4,1624,71,452,52,0,570,2773,21163,1311,50,25297,98,1511,93,5,1702,141,1894,139,8,2178,365,3793,199,8,4370,641,3344,145,10,4137,1039,2926,146,5,4118,981,2480,122,9,3583,555,2343,111,11,3018,217,1645,90,3,1959,60,777,84,0,922,4100,20702,1124,60,25980,170,3180,193,12,3560,277,4057,349,22,4699,651,7953,515,21,9140,1072,6836,325,13,8243,1671,6137,272,10,8095,1548,5032,256,4,6847,909,4472,217,24,5624,438,2972,170,4,3579,130,1226,137,0,1493,6872,41865,2431,112,51278
SED21608,101,1802,166,0,2075,116,1808,150,0,2077,288,3617,285,9,4192,518,3371,231,0,4117,637,3333,240,3,4212,656,3153,202,5,4011,483,2709,206,5,3400,200,1288,149,0,1640,40,361,82,0,484,3039,21448,1697,17,26205,99,1724,175,0,1993,158,1645,140,6,1947,495,3574,265,8,4336,854,3293,226,0,4379,1068,3199,263,3,4535,1148,2955,183,5,4291,699,2714,173,0,3587,224,1425,170,0,1820,40,616,120,0,771,4789,21143,1706,22,27657,204,3523,340,0,4068,275,3455,288,6,4024,782,7190,544,12,8529,1376,6667,456,3,8497,1711,6533,501,7,8750,1804,6103,384,11,8300,1177,5421,376,3,6984,427,2710,314,0,3456,73,982,202,0,1261,7827,42591,3407,41,53866
SED21706,92,2043,61,0,2209,148,2651,175,10,2984,287,4254,346,12,4900,416,3658,192,14,4279,724,3505,127,9,4360,738,2869,94,12,3711,401,2186,91,19,2701,209,1218,74,3,1503,84,585,64,0,729,3086,22968,1227,79,27364,100,2169,66,11,2348,139,2432,120,7,2694,308,3876,248,16,4445,606,3778,164,11,4554,1218,3693,141,18,5063,1099,2852,122,14,4085,640,2344,110,27,3114,262,1664,122,8,2049,58,1131,137,0,1331,4420,23931,1235,98,29687,191,4219,135,15,4556,287,5078,296,22,5677,585,8126,602,27,9344,1019,7438,354,22,8835,1942,7191,267,26,9430,1832,5716,217,24,7789,1038,4534,201,42,5817,463,2883,193,10,3553,139,1719,197,5,2063,7505,46902,2465,182,57050
SED21805,91,1777,98,0,1962,96,1646,83,3,1826,296,4038,233,10,4582,523,4274,255,3,5059,700,3949,235,3,4891,596,3420,168,4,4183,389,2445,101,3,2940,158,1283,132,0,1563,40,361,68,0,474,2897,23193,1369,31,27489,83,1591,81,0,1756,134,1605,87,0,1829,506,4164,245,5,4917,878,4220,245,4,5344,1112,3779,188,0,5080,1064,3232,165,10,4473,582,2732,132,10,3459,192,1500,174,8,1874,33,714,110,6,855,4580,23532,1433,34,29584,170,3367,179,0,3718,230,3254,172,3,3660,800,8204,478,15,9492,1401,8496,499,11,10405,1814,7727,426,4,9971,1660,6654,332,13,8654,974,5180,236,15,6403,349,2781,302,6,3437,71,1073,179,8,1332,7479,46724,2807,64,57072
SED21906,85,1481,57,0,1622,153,1885,159,11,2207,334,5243,422,8,6010,456,4127,246,6,4835,609,3176,176,11,3972,700,2442,116,7,3262,453,2420,129,4,3008,182,1155,98,0,1432,79,477,63,0,616,3045,22405,1462,58,26964,101,1494,71,4,1666,181,1976,121,16,2288,435,5388,344,22,6184,649,4099,230,11,4985,1016,3113,142,5,4272,1007,2358,127,13,3504,704,2464,149,14,3332,211,1413,121,3,1748,45,969,147,0,1161,4337,23264,1461,86,29143,186,2976,128,5,3291,328,3859,280,24,4495,768,10635,762,25,12189,1103,8222,478,16,9817,1623,6291,316,22,8248,1702,4796,246,24,6768,1155,4886,284,20,6344,388,2564,220,6,3187,125,1449,210,0,1776,7379,45665,2919,139,56110
SED22005,75,1672,94,5,1838,165,2927,241,9,3336,375,6726,635,17,7751,510,4626,301,16,5452,647,3525,222,9,4402,570,2995,176,11,3754,356,2460,206,13,3037,235,1570,197,6,2013,80,715,128,7,928,3004,27217,2201,80,32509,81,1538,114,0,1738,167,2380,166,6,2717,437,5515,450,15,6416,700,4304,275,9,5292,945,3424,192,12,4564,896,2987,175,20,4076,602,2730,197,20,3550,304,1966,196,10,2479,46,1185,200,0,1439,4172,26026,1981,96,32266,153,3204,211,7,3574,329,5306,407,18,6057,810,12242,1079,30,14170,1210,8932,577,22,10739,1589,6945,414,17,8970,1467,5981,356,30,7832,955,5192,408,34,6584,535,3537,399,15,4487,122,1906,331,4,2365,7177,53244,4178,177,64776
SED22105,183,3400,207,4,3798,201,3657,268,3,4129,624,8629,687,9,9954,1028,9825,623,9,11478,804,6144,316,10,7270,595,4120,251,19,4990,371,2473,139,33,3017,173,1176,74,5,1429,46,320,40,3,413,4014,39754,2599,97,46465,183,3397,199,0,3779,286,3504,203,3,4005,1153,9324,718,7,11210,1548,9133,544,5,11230,1241,5595,346,5,7183,968,3830,238,56,5100,565,2764,152,47,3538,202,1436,103,13,1760,19,629,74,5,721,6168,39614,2581,155,48519,359,6798,411,4,7572,491,7165,472,10,8135,1778,17953,1405,23,21165,2573,18952,1163,13,22706,2040,11737,664,13,14456,1565,7953,490,82,10088,937,5244,290,75,6555,371,2615,178,21,3187,69,944,115,5,1135,10183,79371,5183,251,94982
SED22201,79,1561,52,0,1702,97,1584,64,0,1744,248,3569,185,10,4007,468,3632,147,5,4246,580,2918,119,0,3618,648,2620,111,4,3379,375,2191,73,7,2650,229,1311,71,0,1616,67,438,61,0,560,2798,19821,873,32,23524,65,1454,57,0,1578,129,1502,61,0,1693,482,3703,162,4,4348,730,3603,143,5,4473,948,3001,116,6,4074,1025,2651,118,12,3804,642,2560,104,12,3312,251,1776,124,0,2156,47,802,143,0,990,4317,21043,1035,43,26441,150,3013,112,0,3285,223,3089,120,0,3433,731,7269,343,16,8364,1194,7241,288,5,8724,1528,5917,239,11,7693,1674,5263,225,15,7182,1025,4750,172,15,5960,483,3091,197,0,3771,109,1241,200,0,1548,7111,40871,1908,70,49963
SED22305,99,1833,186,4,2112,152,2282,292,3,2732,466,6204,887,19,7579,559,4981,628,14,6190,522,3700,441,6,4670,452,3137,357,14,3955,339,2447,206,12,3006,200,1384,178,3,1770,61,474,64,0,600,2859,26434,3234,74,32602,109,1718,193,0,2016,216,2041,197,4,2462,674,4999,580,10,6268,785,4050,452,10,5292,734,2947,347,13,4037,763,2943,270,19,3993,505,2469,261,22,3262,200,1583,166,0,1953,53,794,123,3,976,4040,23544,2578,84,30247,201,3552,380,4,4131,374,4318,492,10,5190,1143,11208,1466,25,13842,1344,9032,1082,17,11481,1257,6646,778,19,8698,1213,6080,620,32,7943,846,4918,465,36,6266,405,2969,346,6,3721,113,1266,190,0,1569,6897,49981,5815,158,62847
SED22404,77,1647,214,0,1938,90,1307,172,4,1567,222,2653,268,15,3158,380,2691,305,6,3377,591,3362,386,3,4348,754,3716,373,5,4846,538,3329,290,3,4168,221,1700,194,0,2113,46,457,42,0,549,2914,20847,2249,37,26048,90,1524,213,0,1820,113,1208,159,7,1492,331,2665,259,16,3268,637,2712,287,4,3638,1011,3097,370,4,4478,1227,3410,343,3,4984,733,3127,298,0,4161,267,1577,181,4,2036,44,638,74,0,750,4456,19952,2189,32,26627,164,3173,421,0,3762,195,2512,335,8,3060,553,5314,528,24,6427,1015,5398,591,6,7011,1601,6456,760,9,8822,1982,7126,716,5,9831,1279,6455,592,5,8328,488,3277,376,8,4149,88,1089,118,0,1301,7368,40801,4436,70,52679
SED22501,80,1826,48,5,1965,101,1429,36,0,1571,207,2338,66,0,2618,384,3266,106,0,3760,649,3446,113,3,4210,798,2907,75,3,3784,479,2594,76,4,3153,189,1271,58,3,1519,39,315,42,3,395,2929,19399,630,18,22976,81,1666,36,0,1781,130,1330,46,0,1495,268,2377,74,5,2720,637,3457,106,0,4200,1156,3293,93,0,4543,1295,2851,82,4,4234,714,2725,99,4,3547,227,1386,91,0,1696,41,501,77,0,619,4546,19575,698,25,24846,166,3493,82,5,3744,226,2758,85,0,3069,474,4714,146,12,5343,1021,6723,210,4,7964,1809,6737,201,4,8754,2097,5759,158,9,8019,1192,5317,180,7,6703,411,2655,151,3,3220,79,818,121,4,1018,7474,38977,1327,48,47820
SED22607,70,1702,69,0,1841,128,2103,111,5,2352,317,5302,318,18,5960,455,4335,249,4,5042,730,3711,223,11,4674,805,2849,184,6,3836,458,2152,104,3,2717,173,1009,67,3,1255,54,413,44,0,510,3196,23570,1367,57,28196,77,1573,63,0,1716,191,2198,118,0,2513,476,5476,368,13,6333,690,4414,244,15,5359,1206,3549,188,13,4955,1217,2704,138,4,4071,606,2222,106,8,2936,203,1276,94,0,1573,36,798,66,0,900,4700,24210,1390,56,30363,150,3275,132,0,3560,322,4306,233,4,4865,795,10777,689,27,12292,1148,8747,487,18,10403,1932,7254,410,32,9631,2020,5551,324,11,7910,1064,4374,206,12,5656,378,2279,159,3,2828,92,1209,113,0,1414,7897,47782,2760,113,58551
SED22704,96,1703,251,3,2058,104,1602,174,0,1879,278,2887,408,5,3575,374,2704,395,3,3481,611,3302,421,3,4335,744,3951,485,4,5189,614,3892,397,4,4904,258,2100,254,0,2613,62,605,89,0,752,3141,22744,2872,18,28785,136,1361,186,0,1682,131,1208,119,0,1465,413,2796,303,6,3509,681,2639,329,0,3656,1085,3129,368,9,4582,1228,3646,398,5,5274,854,3499,326,0,4677,321,2029,279,0,2632,45,953,164,0,1158,4885,21261,2469,22,28632,232,3068,432,9,3734,239,2811,296,0,3349,687,5674,716,11,7087,1058,5345,725,3,7133,1697,6428,785,11,8914,1969,7599,884,9,10463,1462,7396,721,3,9580,580,4135,532,6,5246,106,1554,251,0,1912,8021,44003,5342,41,57414
SED22802,75,1819,73,0,1963,110,1706,66,0,1884,284,3582,157,3,4026,451,3366,141,6,3958,575,3100,157,0,3838,632,2741,112,3,3492,404,2145,69,3,2626,207,1267,67,0,1538,42,317,21,0,374,2787,20037,858,23,23707,80,1686,72,3,1841,161,1572,51,0,1782,475,3454,142,0,4073,751,3187,125,5,4066,1017,3034,120,3,4176,1080,2566,107,3,3762,616,2353,79,5,3050,217,1410,71,0,1697,32,496,34,0,563,4426,19755,795,26,24997,157,3498,144,3,3803,263,3284,114,0,3668,764,7030,298,8,8097,1202,6553,263,6,8018,1589,6130,276,11,8012,1711,5312,213,11,7249,1025,4499,151,8,5677,426,2674,137,5,3240,70,809,60,0,940,7209,39795,1650,43,48705
SED22901,81,1661,61,0,1809,95,1618,68,0,1777,264,3298,153,9,3720,409,3594,157,14,4179,510,3058,135,5,3712,541,2816,91,4,3456,445,2545,104,7,3110,207,1273,122,3,1605,56,458,89,0,599,2615,20316,969,53,23963,88,1507,54,0,1649,132,1442,66,0,1639,350,3192,139,6,3679,644,3647,153,3,4448,840,2970,116,4,3931,1019,2881,99,15,4014,646,2747,122,18,3534,229,1596,159,8,1992,33,828,184,0,1039,3976,20803,1099,63,25928,166,3167,119,4,3457,223,3057,126,3,3414,607,6489,293,9,7397,1055,7238,310,16,8629,1354,6026,251,13,7649,1556,5692,194,26,7469,1092,5291,224,27,6642,440,2873,280,9,3598,88,1282,268,3,1643,6590,41120,2064,114,49890
SED23007,74,1596,134,4,1808,151,2674,260,9,3092,511,8464,878,24,9881,681,5911,508,15,7113,676,3953,364,11,5011,578,3222,284,18,4101,315,2297,203,15,2823,155,1205,146,5,1513,49,429,67,0,544,3194,29761,2837,93,35885,97,1587,129,3,1812,182,2492,220,11,2902,776,7580,659,22,9039,924,5332,416,11,6686,1000,3705,297,13,5017,839,2999,233,17,4082,481,2415,194,13,3107,173,1429,178,4,1784,42,687,173,0,907,4519,28219,2501,90,35331,170,3183,262,8,3619,332,5172,478,15,5990,1285,16052,1537,45,18915,1604,11243,930,22,13802,1674,7661,665,24,10026,1419,6220,520,36,8189,796,4709,396,30,5930,337,2637,322,6,3300,95,1113,239,0,1450,7712,57979,5341,182,71217
SED23101,67,1795,67,0,1928,110,1851,100,3,2067,196,2979,189,4,3368,396,3388,131,12,3933,618,3223,135,10,3987,582,2702,79,4,3360,408,2302,93,25,2833,295,1754,119,5,2179,98,705,100,0,902,2769,20708,1004,79,24558,67,1641,26,0,1736,118,1551,53,0,1726,266,2872,121,6,3268,586,3490,140,5,4220,941,3294,113,3,4350,891,2682,96,22,3691,670,2693,144,26,3537,344,2246,176,8,2774,55,1073,216,5,1356,3943,21545,1088,89,26655,137,3441,93,4,3669,225,3407,151,9,3788,458,5856,308,16,6637,982,6884,273,18,8154,1558,6516,254,15,8337,1467,5384,174,31,7049,1085,5001,241,51,6366,644,4002,295,13,4945,156,1776,321,3,2260,6710,42253,2091,161,51217
SED23205,76,1618,141,3,1835,101,1544,135,0,1787,285,3636,393,13,4323,464,3283,288,7,4040,528,3187,322,4,4037,645,2763,268,4,3677,408,2356,194,0,2960,183,1396,152,0,1738,57,478,127,0,671,2753,20256,2019,32,25069,91,1409,146,0,1645,147,1454,117,4,1723,507,3529,337,5,4385,783,3294,293,0,4364,983,3006,260,3,4261,934,2744,200,0,3876,612,2533,197,10,3341,225,1711,220,4,2162,53,824,267,0,1152,4342,20502,2043,29,26913,166,3029,281,6,3485,247,2996,251,3,3508,794,7167,735,13,8713,1247,6572,579,7,8405,1514,6192,580,6,8299,1579,5503,468,6,7556,1020,4889,391,7,6309,418,3103,374,4,3897,111,1308,394,0,1819,7097,40761,4066,58,51983
SED23308,70,1613,101,0,1783,122,2029,156,6,2304,288,4665,292,5,5253,439,3539,246,9,4242,638,3166,237,9,4047,660,2931,212,7,3805,406,2431,167,3,3009,237,1237,145,0,1625,64,451,97,0,614,2931,22058,1649,36,26673,91,1460,73,4,1629,151,2023,123,6,2306,469,4681,272,14,5438,708,3564,233,0,4513,1126,3062,201,3,4403,1182,2904,188,4,4279,682,2697,199,6,3591,253,1761,217,0,2235,42,857,171,0,1067,4712,23014,1680,42,29447,166,3070,172,0,3412,277,4054,276,4,4608,753,9342,564,23,10686,1147,7112,485,12,8744,1769,6234,438,11,8445,1846,5829,394,8,8085,1089,5132,366,15,6597,495,2996,364,0,3852,104,1311,266,0,1682,7644,45068,3319,78,56112
SED23402,105,2458,162,0,2727,138,2384,133,0,2657,351,5142,321,3,5824,564,5015,313,9,5907,719,4277,236,6,5242,667,3504,165,9,4349,382,2505,137,18,3043,181,1375,116,7,1675,57,404,58,0,519,3179,27060,1643,45,31934,134,2228,151,0,2516,155,2208,124,0,2485,650,5385,328,4,6366,1028,4864,311,0,6198,1245,4134,251,6,5636,1143,3260,206,25,4634,607,2651,176,13,3456,212,1572,179,9,1979,38,653,112,3,804,5217,26964,1835,69,34083,236,4686,311,0,5238,294,4587,255,5,5142,1005,10534,648,6,12191,1591,9878,628,9,12104,1971,8410,487,13,10877,1812,6770,375,33,8979,997,5156,313,36,6495,403,2950,294,14,3653,93,1059,166,4,1320,8392,54020,3480,116,66013
SED23502,106,1376,212,0,1692,81,1135,123,0,1341,247,2429,264,19,2967,352,2316,277,3,2956,550,2606,299,5,3450,745,3607,327,0,4685,643,4329,379,3,5355,314,2249,246,0,2809,79,560,114,0,753,3119,20610,2246,37,26008,122,1225,177,0,1528,114,1023,116,0,1253,369,2511,272,3,3163,590,2408,285,0,3290,928,2636,300,0,3875,1247,3524,332,8,5099,863,3886,348,3,5102,345,2256,256,6,2860,54,803,189,0,1040,4645,20266,2272,21,27204,227,2600,387,0,3220,191,2161,238,0,2591,625,4941,540,20,6131,944,4729,560,3,6246,1477,5239,600,4,7323,1986,7131,656,11,9786,1506,8217,730,7,10453,664,4504,502,6,5667,134,1364,298,0,1794,7761,40881,4515,51,53211
SED23602,102,1435,144,3,1686,85,1166,142,8,1398,226,2400,550,19,3192,357,2420,532,16,3327,529,2784,295,14,3628,727,3390,316,4,4436,588,3442,286,0,4316,271,1683,187,3,2139,50,487,103,0,636,2932,19203,2555,68,24758,116,1362,149,0,1632,105,995,84,4,1189,374,2367,213,10,2959,576,2424,259,0,3260,942,2848,232,0,4015,1182,3183,239,0,4608,781,3242,284,0,4305,295,1728,229,3,2251,38,773,113,0,925,4403,18922,1797,23,25142,221,2798,301,3,3318,189,2163,222,8,2584,595,4768,762,31,6155,938,4843,788,16,6588,1468,5630,528,16,7643,1910,6572,554,3,9037,1368,6679,569,3,8620,557,3415,413,9,4391,91,1262,210,3,1563,7338,38129,4347,86,49907
SED23702,92,2241,112,0,2445,101,2166,101,0,2370,320,3993,214,4,4528,488,3615,239,0,4338,643,3607,211,0,4466,697,3541,218,4,4454,502,2793,161,6,3463,229,1457,129,4,1823,59,440,63,0,562,3135,23845,1445,20,28449,130,1846,131,0,2105,153,1720,93,0,1962,544,3915,191,0,4650,839,3537,226,0,4606,1217,3486,230,0,4943,1306,3344,177,0,4825,710,2898,180,3,3787,241,1719,200,0,2167,46,597,98,0,744,5176,23058,1524,23,29786,218,4087,248,0,4554,248,3889,195,0,4333,864,7904,404,10,9182,1329,7150,460,5,8941,1862,7095,445,4,9409,1996,6886,392,5,9281,1215,5685,341,10,7249,469,3175,328,5,3988,105,1035,157,0,1300,8316,46907,2971,40,58234
SED23806,91,1864,62,6,2026,122,2330,86,12,2544,272,4678,231,12,5199,353,3470,146,8,3982,580,3120,132,24,3860,716,2470,84,12,3289,408,2081,78,12,2578,202,1262,60,5,1536,51,494,36,3,588,2799,21775,920,91,25589,80,1812,68,4,1966,145,2347,96,4,2587,360,4839,209,13,5416,561,3682,159,7,4418,1090,3173,121,13,4400,1062,2516,97,22,3699,683,2299,105,11,3100,271,1609,76,7,1967,63,837,60,0,960,4318,23104,989,83,28498,171,3675,131,7,3987,261,4672,180,15,5129,632,9522,438,20,10611,915,7150,306,20,8399,1677,6299,249,34,8260,1775,4986,186,41,6992,1084,4375,180,24,5676,477,2869,142,11,3499,113,1330,100,4,1544,7115,44884,1915,181,54085
SED23901,81,1766,78,3,1926,105,1836,117,7,2061,278,4148,236,14,4673,493,4041,226,5,4770,726,3402,184,11,4321,792,2889,162,5,3846,452,2350,141,10,2950,221,1409,123,7,1764,93,617,102,4,818,3249,22453,1366,65,27122,92,1586,66,8,1745,147,1775,78,3,2005,456,4151,225,14,4844,720,4082,205,8,5011,1113,3326,164,6,4609,1233,2807,143,13,4199,709,2463,172,13,3364,294,1752,139,10,2195,61,1138,120,3,1330,4825,23091,1312,74,29299,171,3352,141,7,3672,254,3605,201,3,4065,734,8300,458,25,9520,1212,8130,430,11,9783,1842,6726,345,16,8930,2021,5694,307,21,8044,1163,4813,314,20,6317,520,3161,264,9,3956,152,1759,220,12,2138,8073,45544,2673,134,56422
SED24006,122,2365,69,4,2565,158,2114,63,7,2338,220,3020,141,12,3392,338,2833,109,14,3287,760,3358,145,44,4309,849,3090,128,35,4099,470,2275,74,18,2844,218,1436,68,9,1728,94,605,45,3,747,3241,21085,842,146,25321,139,2150,61,4,2356,161,1881,62,9,2121,295,2911,117,12,3334,547,3310,124,11,3994,1209,3667,153,15,5043,1346,2868,99,24,4338,727,2396,98,16,3237,323,1672,104,7,2105,58,1094,122,0,1268,4812,21948,941,91,27792,263,4520,132,12,4922,320,3998,128,13,4457,523,5935,259,21,6728,887,6140,234,22,7282,1965,7017,295,65,9351,2195,5956,233,57,8439,1203,4675,173,37,6083,536,3106,171,17,3829,150,1697,163,3,2016,8051,43037,1787,242,53108
