SED_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
SED10036,44815,45392,90204,3179,2973,6149,6909,6693,13606,3312,3068,6382,3319,2878,6198,5879,5998,11879,6152,6507,12659,5746,6139,11883,4999,4951,9947,3139,3324,6462,1653,1907,3555,523,956,1481,48,63,122,43620,44579,88199,1187,819,2005,722,778,1502,10,6,14,19,12,33,754,798,1551,26375,25874,52247,16174,17384,33561,22230,21577,43802,19983,21221,41204,38705,39091,77790,885,842,1724,6447,6284,12731,2591,2538,5133,1231,1297,2530,1203,1916,3118,19937,21308,41244,2212,1884,4097,6623,5993,12620,1711,1664,3374,1405,1842,3243,641,835,1475
SED10037,41233,42300,83528,2277,2180,4461,6062,5538,11598,2759,2590,5343,2477,2196,4676,4042,4243,8288,5885,6346,12230,6063,6474,12542,5089,5310,10399,3708,4097,7808,2234,2390,4623,640,924,1565,94,119,207,40929,41881,82813,307,410,715,305,278,587,6,3,7,5,3,8,318,287,602,25907,25350,51257,14383,15959,30343,28299,27740,56038,11757,13321,25080,35474,35750,71226,785,802,1582,5886,5394,11281,2411,2333,4745,1334,1264,2594,1402,2222,3630,23288,24675,47963,1709,1557,3271,4788,4982,9770,1211,1292,2498,614,657,1265,222,268,484
SED10038,39794,41918,81710,2359,2201,4561,5492,5214,10700,2726,2672,5398,2827,2567,5395,4495,4474,8970,4995,5486,10477,5228,5618,10851,4794,5134,9928,3713,4261,7981,2307,2770,5074,858,1511,2373,35,34,67,38941,40755,79703,852,1160,2008,989,1064,2054,17,20,35,13,16,29,1019,1103,2123,31112,32297,63410,7295,8125,15417,33370,34762,68133,4918,5405,10319,35839,37826,73666,808,782,1595,5270,4981,10253,2204,2243,4444,1364,1386,2751,1373,2025,3401,17519,19479,36996,2156,1829,3989,7536,7541,15075,2019,2281,4302,1085,1348,2439,154,207,359
SED10039,39082,39973,79056,2351,2141,4489,4977,4744,9723,2273,2240,4513,2162,1929,4094,4648,4575,9217,4536,4528,9066,4542,4833,9380,5197,5599,10799,4872,5165,10038,2666,2871,5536,859,1337,2202,40,42,79,37542,39205,76749,1544,764,2306,1885,1777,3659,40,41,79,26,29,64,1946,1849,3801,32118,32507,64626,5249,5745,10992,34724,36107,70831,1826,2145,3966,35158,36695,71853,830,715,1540,4697,4459,9156,1636,1702,3341,562,731,1289,850,1629,2477,13799,16066,29859,2396,2220,4616,9372,9388,18764,2416,2473,4888,1193,1126,2320,101,98,203
SED10040,46837,47386,94223,2561,2320,4884,4848,4545,9392,2326,1991,4320,4273,3654,7922,8943,8371,17313,6565,6686,13254,5092,5790,10880,5136,5578,10708,3882,4323,8201,2219,2590,4808,991,1548,2541,135,135,268,45959,46199,92160,873,1189,2060,234,228,458,6,8,12,14,17,34,255,250,506,19716,18659,38374,25153,26878,52026,14611,13498,28112,29504,31016,60516,33031,33742,66775,723,664,1385,4567,4293,8859,1969,1783,3748,2461,2098,4557,2645,3151,5792,27623,27687,55310,1524,1449,2971,4294,4275,8564,1194,1293,2487,1531,2061,3590,634,969,1608
SED10041,41619,44947,86566,2276,2051,4328,6209,5897,12110,2967,2786,5751,2409,2213,4630,3845,4167,8014,6049,6812,12857,5812,6625,12432,4785,5150,9941,3513,4183,7700,2482,3042,5530,1269,2009,3275,138,134,271,40866,43504,84372,758,1436,2195,115,97,211,17,8,21,6,8,15,136,114,251,22960,23420,46382,17599,20370,37969,25907,26598,52507,14443,16929,31375,34472,36288,70763,840,788,1627,6036,5755,11788,2739,2626,5362,1499,1388,2881,1356,2170,3519,26764,28794,55556,1294,1531,2828,2448,3367,5808,874,1068,1936,433,507,939,140,207,348
SED10042,38386,40307,78694,2231,2120,4352,4757,4427,9179,2258,2225,4490,2301,2057,4359,4298,4501,8803,4297,4481,8775,4701,4897,9600,4941,5485,10426,4657,5178,9833,2953,3391,6341,995,1548,2536,20,35,52,37772,39360,77138,614,943,1556,2322,2275,4592,47,32,82,40,33,72,2411,2344,4753,32726,34063,66792,4175,4743,8918,35167,36693,71859,1677,2024,3701,35574,37400,72973,704,702,1399,4505,4236,8741,1549,1627,3173,690,753,1444,902,1596,2497,12472,14563,27038,2589,2370,4967,10376,10559,20937,2901,3042,5938,1323,1308,2636,134,126,264
SED10043,49055,46608,95659,3660,3354,7012,7229,6709,13937,3038,2958,5995,3593,3079,6667,8073,7050,15126,6911,6368,13285,5236,5377,10621,5000,5097,10093,3579,3543,7118,2018,2065,4084,718,1010,1728,96,92,184,48643,46204,94840,413,408,816,203,239,438,11,14,26,7,11,18,221,267,487,21059,20597,41661,24399,22740,47140,11822,11031,22844,33328,31870,65199,36443,36431,72877,885,831,1718,6477,6061,12536,2368,2458,4824,1744,1416,3158,2640,2357,5000,22695,21371,44072,1726,1664,3385,5222,4837,10061,1558,1568,3126,2308,2490,4798,1307,1595,2905
SED10044,43420,46042,89464,2525,2497,5023,5552,5147,10700,2393,2271,4663,2460,2212,4673,6433,6840,13271,7006,7602,14604,5867,6188,12052,4609,5087,9703,3602,4033,7637,2138,2528,4663,840,1630,2472,120,130,249,42259,44423,86686,1161,1618,2775,199,184,378,7,3,11,9,0,15,213,194,401,26169,26543,52713,15773,17834,33605,28814,28773,57584,12515,14769,27282,36022,37446,73471,850,786,1637,5358,4987,10350,2176,2100,4280,1406,1240,2647,1644,2507,4152,27325,28878,56200,1417,1393,2813,3060,3797,6858,888,983,1867,568,727,1298,162,223,389
SED10045,38085,39500,77590,1812,1721,3531,4762,4593,9358,2277,2133,4405,1875,1722,3595,3602,3851,7454,4059,4610,8665,4905,5321,10229,6130,6235,12365,5470,5321,10790,2386,2700,5082,816,1293,2111,166,113,278,36943,38268,75210,1141,1240,2380,1965,2057,4022,49,50,100,90,82,166,2100,2194,4293,30517,31485,62006,3936,4383,8316,32947,34000,66951,1638,2010,3645,33426,34769,68197,541,497,1039,4252,4097,8351,1484,1467,2951,438,534,975,917,1813,2736,12619,14773,27389,2350,2370,4720,9102,9053,18148,2579,2349,4928,1540,1244,2784,91,107,196
SED10046,48362,49270,97634,3414,3191,6610,7213,6821,14033,3533,3278,6815,3673,3564,7237,6878,7429,14309,6699,7014,13714,6033,6236,12270,5672,5776,11448,3302,3523,6824,1524,1798,3318,423,648,1069,79,79,155,47802,48761,96560,561,511,1074,869,925,1796,14,26,40,27,28,57,910,981,1889,22420,21746,44169,22618,24239,46856,16229,15437,31664,28069,29754,57818,38596,39268,77863,738,701,1440,6487,6150,12630,2640,2626,5271,1302,1557,2860,1551,2439,3991,20275,21525,41802,2337,2096,4430,6253,5631,11884,2010,2057,4069,2189,2669,4857,1369,1917,3281
SED10047,59711,60760,120472,5410,5090,10502,9661,9277,18942,3679,3502,7182,3851,3748,7599,9109,10329,19442,9932,9842,19776,6816,6555,13367,5220,5441,10667,3789,4215,7998,1851,2084,3935,389,672,1062,95,105,203,58806,60160,118959,906,604,1508,3439,3529,6969,73,76,146,82,68,149,3587,3674,7266,37689,37828,75519,18105,18966,37071,37206,37517,74724,17622,18501,36123,49199,49888,99083,1342,1335,2681,8808,8414,17224,2474,2560,5029,991,1170,2160,1537,2646,4179,21040,23761,44797,2926,2878,5805,10991,10331,21329,3089,3018,6107,1977,1964,3940,407,521,927
SED10048,55322,56941,112264,4625,4328,8957,8594,8346,16940,3457,3255,6720,3541,3378,6919,7711,8992,16708,9222,9323,18547,6501,6462,12963,5702,6033,11736,3962,4253,8217,1625,1839,3464,382,720,1097,96,135,232,54873,56334,111209,448,604,1055,1354,1445,2802,32,32,62,24,22,42,1403,1501,2907,29998,30048,60045,22756,24181,46940,27042,26911,53953,25271,26622,51893,46016,46680,92703,1210,1072,2281,7951,7722,15673,2660,2617,5270,1289,1437,2724,1856,2787,4644,25137,26740,51875,2555,2286,4842,8019,8032,16052,2191,2229,4417,1386,1586,2965,444,662,1106
SED10049,43529,46243,89772,3191,3049,6238,6700,6334,13032,2833,2778,5614,2709,2760,5474,6178,6718,12896,5763,6184,11940,5223,5693,10919,4620,5173,9795,3788,4230,8019,1985,2351,4337,531,970,1499,37,39,74,43075,45639,88719,449,602,1055,3099,3363,6463,66,70,139,81,80,161,3248,3515,6765,37952,40180,78133,3911,4363,8271,39527,41845,81376,2307,2674,4971,40489,42950,83441,994,971,1968,6348,6010,12356,1976,2062,4035,768,988,1746,1158,2218,3375,13673,16479,30150,3017,2751,5768,11020,11185,22205,2873,3253,6127,1357,1395,2748,136,112,243
SED10050,40085,41897,81979,2381,2342,4726,5381,5092,10466,2366,2288,4651,2001,2016,4023,5685,6354,12037,6085,6456,12538,6150,6407,12557,4741,4735,9476,2956,3252,6209,1739,2003,3735,613,946,1564,113,124,231,39689,41456,81147,404,436,838,204,189,392,7,11,21,10,3,16,225,208,431,25441,25896,51338,13356,14681,28038,33025,33613,66640,5669,6904,12576,33491,34871,68359,836,802,1634,5208,4915,10122,2071,2104,4174,1071,1048,2119,1347,2106,3454,24917,26243,51163,1490,1549,3034,3277,3870,7149,897,969,1860,439,459,892,87,98,181
SED10051,42823,44074,86899,2476,2379,4850,5060,4831,9889,2354,2167,4512,2672,2575,5250,6437,6411,12847,6473,6612,13081,5864,6048,11915,4911,4995,9903,3554,4080,7636,2227,2719,4946,790,1271,2065,97,122,217,41385,43597,84984,1437,482,1917,1161,1114,2276,18,13,33,28,35,60,1204,1165,2366,24695,24398,49089,16032,17571,33609,26696,26811,53509,12817,14822,27642,33683,35590,69272,767,748,1517,4768,4580,9350,1965,1894,3860,1294,1367,2661,1746,2404,4148,22797,24925,47721,1740,1547,3286,5025,4816,9844,1274,1429,2702,1054,1364,2428,272,393,663
SED10052,38763,41041,79807,2316,2244,4565,5141,4857,9996,2360,2264,4624,2223,2022,4248,4550,4748,9302,5207,5627,10830,5286,5558,10845,4597,4969,9562,3703,4136,7841,2362,2977,5338,1020,1634,2654,42,59,105,38194,40131,78329,569,910,1483,485,485,969,9,7,9,6,9,18,505,493,1002,28391,29445,57838,9103,10330,19436,29573,30618,60190,7693,8871,16559,35053,36904,71956,829,777,1604,4954,4677,9629,1988,1994,3987,910,938,1852,1038,1599,2634,18957,20861,39820,1917,1606,3522,6576,6879,13449,1440,1763,3198,791,1005,1794,178,207,391
SED10053,46141,44425,90568,2675,2648,5321,5981,5360,11342,2654,2455,5111,2783,2604,5384,6602,6574,13178,6116,6058,12171,6486,6478,12960,6232,5708,11933,4199,3835,8025,1891,1992,3884,527,722,1252,123,119,234,42857,42046,84907,3280,2379,5662,1476,1332,2812,45,23,71,30,34,67,1557,1397,2950,35308,33981,69291,7687,7697,15381,37707,36512,74222,5099,5175,10278,40228,39184,79410,782,733,1516,5582,5004,10589,1932,1837,3765,746,901,1649,1538,2390,3926,21068,22396,43463,2388,2147,4536,7745,6604,14347,1832,1613,3451,1202,1064,2272,139,143,283
SED10054,46589,48040,94626,3557,3400,6961,7477,7283,14759,3358,3161,6521,3515,3235,6749,6351,6959,13313,6593,6790,13382,5767,5963,11733,5061,5253,10313,3203,3598,6806,1351,1570,2918,358,824,1184,78,95,172,46131,47230,93359,459,810,1270,1841,1999,3839,20,32,55,38,32,69,1903,2059,3964,23668,23522,47190,19727,21061,40785,22027,21772,43793,21008,22457,43464,37580,38346,75928,840,777,1621,6718,6493,13215,2404,2437,4840,1169,1294,2467,1387,2136,3520,19560,20941,40503,2170,2112,4278,6864,6495,13360,2011,2032,4040,1555,1812,3361,531,759,1290
SED10055,43387,43953,87336,3065,2881,5944,6773,6369,13145,3260,3117,6375,3028,2811,5841,5564,5860,11425,5980,6383,12367,5650,6085,11732,5216,5385,10604,3384,3324,6703,1212,1278,2488,261,455,713,29,51,81,43343,43882,87231,43,67,107,1109,1116,2224,22,13,35,16,18,33,1143,1142,2291,29788,29801,59593,12137,12676,24814,28740,28491,57225,12975,13735,26716,39182,39689,78867,946,889,1834,6410,6039,12448,2539,2572,5109,1064,1152,2221,872,1647,2525,17265,19614,36881,2382,2070,4454,8789,7765,16556,2045,1868,3913,1314,1443,2758,422,561,987
SED10056,43506,42811,86313,2564,2472,5032,5573,5268,10840,2653,2467,5126,2211,2027,4243,5377,5212,10589,4826,4807,9633,5398,5326,10724,5970,5921,11887,5180,4826,10003,2806,3079,5885,950,1404,2354,200,82,281,41697,41491,83190,1804,1318,3128,2340,2410,4752,53,34,83,37,37,75,2425,2480,4906,33385,33292,66670,5510,5483,10989,34409,34388,68796,4763,4644,9409,35950,36080,72026,682,669,1355,4980,4722,9701,1706,1726,3436,364,483,853,656,1408,2066,11331,14024,25353,3778,3677,7450,10020,8691,18713,3310,2740,6056,2489,1973,4464,268,278,549
SED10057,36884,39428,76310,1602,1653,3260,4334,4108,8443,1958,1876,3838,1554,1426,2975,2988,3369,6356,3251,3677,6925,4171,4528,8703,5548,6256,11801,6400,6629,13026,3861,4030,7899,1213,1876,3094,38,30,67,35965,38303,74271,920,1117,2039,2725,2860,5582,62,55,113,42,36,82,2825,2952,5774,30413,32500,62917,3636,4010,7646,33114,35317,68433,1188,1445,2637,33381,35710,69087,491,507,996,3929,3702,7634,1231,1284,2511,255,389,643,508,1244,1751,10139,11917,22060,2218,2246,4467,10572,11295,21873,3338,3521,6861,1848,1641,3487,82,93,177
SED10058,38613,40117,78728,1904,1861,3762,4033,3741,7780,1826,1801,3627,2954,3346,6302,6603,6675,13275,5166,5145,10315,4833,5029,9864,4817,4949,9770,3882,4079,7956,1942,2283,4226,651,1207,1858,63,75,140,37475,39150,76622,1135,967,2102,1410,1407,2818,21,37,60,30,34,64,1457,1482,2938,31428,32612,64040,5189,5665,10858,33511,34865,68375,3074,3393,6469,34600,36095,70695,635,583,1222,3840,3581,7419,1376,1430,2810,1251,1711,2964,1877,2648,4520,18861,20895,39753,2069,1797,3869,6852,6778,13631,1789,1903,3689,911,1013,1926,149,142,290
SED10059,41405,38133,79537,1409,1281,2687,2355,2182,4536,1372,1416,2789,4017,4594,8610,11236,10753,21994,7199,6032,13236,5483,4443,9926,4138,3256,7393,2513,2257,4764,1243,1321,2566,437,595,1033,170,155,332,38318,35706,74024,3084,2422,5510,664,635,1299,13,15,29,17,19,34,695,670,1361,23440,21326,44770,14802,14369,29168,28854,25390,54246,9309,10218,19525,31194,28652,59845,409,376,777,2246,2068,4316,1134,1220,2353,2345,2751,5098,3391,3816,7209,28741,27288,56027,1332,1031,2362,2641,2134,4775,678,585,1269,646,713,1361,245,284,528
SED10060,36287,41186,77476,1775,1776,3547,3330,3253,6581,1511,1430,2942,1794,2078,3867,6722,7724,14449,6040,6669,12708,4740,5468,10205,4136,4766,8905,3335,4192,7527,2208,2758,4958,699,1078,1772,140,154,293,35679,40555,76238,605,631,1236,141,123,267,6,5,14,0,4,9,144,135,286,20636,22764,43399,14107,16724,30836,27072,29512,56590,7602,9902,17505,29237,32774,62014,574,529,1101,3191,3117,6302,1381,1298,2678,939,1062,2007,1630,2625,4261,26043,29479,55516,986,1292,2279,1808,2627,4433,517,593,1112,231,273,506,65,110,171
SED10061,39311,40724,80040,2282,2060,4348,5119,5107,10225,2471,2750,5222,2463,2415,4876,4590,4759,9348,4193,4358,8552,4662,4977,9634,5434,5451,10878,4609,4630,9238,2753,3001,5752,743,1222,1964,82,46,127,37513,38701,76221,1797,2026,3819,3876,4142,8013,52,63,120,74,81,155,4003,4285,8290,30706,31717,62420,3672,4009,7683,32289,33602,65894,2207,2380,4591,32736,34055,66796,633,593,1229,4385,4372,8761,1501,1686,3185,593,854,1447,1014,1804,2817,12023,14833,26851,2088,2154,4248,8639,8219,16858,2629,2368,4991,1921,1488,3406,206,187,396
SED10062,38356,40175,78531,2131,1932,4061,4769,4570,9342,2425,2224,4641,2600,2446,5047,4878,4757,9634,4997,5406,10403,4996,5522,10517,4911,5291,10196,3706,4054,7757,2080,2508,4591,858,1472,2327,85,80,165,38124,39597,77719,232,575,811,298,353,641,3,7,5,0,6,3,302,354,660,23467,23729,47199,13489,14986,28477,21010,20898,41910,15803,17492,33294,32497,33899,66388,717,624,1339,4569,4352,8926,2084,1973,4054,1295,1267,2559,1272,1765,3033,21066,22164,43232,1569,1382,2945,4768,5138,9906,1253,1453,2709,1016,1311,2324,296,440,738
SED10063,40132,41491,81615,2776,2491,5265,6046,5773,11815,2622,2483,5101,2237,2210,4445,4727,5086,9812,4670,5016,9692,4796,4983,9775,4892,5062,9954,4183,4332,8518,2408,2761,5166,790,1288,2080,54,42,95,38742,40160,78901,1388,1329,2719,3439,3551,6989,45,50,95,61,53,121,3544,3662,7204,34026,35103,69132,3279,3502,6784,35427,36704,72137,2072,2143,4215,36189,37419,73604,761,732,1491,5599,5320,10919,1788,1800,3589,489,707,1201,948,1694,2647,12253,15309,27560,2331,2287,4613,9638,9115,18752,2668,2423,5090,1743,1427,3164,165,109,272
SED10064,38777,39988,78766,1982,1874,3857,4734,4592,9321,2195,2059,4256,1640,1558,3199,3604,3651,7259,3664,3863,7526,4433,4870,9306,5958,6586,12542,6361,6141,12500,3265,3371,6635,937,1422,2362,50,34,86,37413,39156,76562,1366,835,2199,3491,3521,7006,51,49,98,84,76,163,3620,3644,7267,32007,32823,64828,3457,3856,7314,34099,35722,69821,1064,1327,2386,34254,35998,70249,598,549,1147,4204,4097,8299,1364,1399,2764,254,417,675,593,1538,2131,10374,12976,23352,2422,2281,4702,10285,10335,20618,3410,3210,6623,1908,1688,3601,119,77,198
SED10065,56681,55191,111867,3742,3520,7261,6731,6358,13096,2485,2227,4710,4045,3641,7682,11472,11128,22603,10672,9607,20275,6018,6324,12337,5375,5604,10977,3661,3860,7517,1759,1990,3753,715,932,1646,176,183,354,55823,54418,110239,860,775,1630,427,387,812,16,21,37,15,16,31,453,424,876,22773,21639,44411,30794,30691,61485,20875,19125,40003,32334,32858,65200,37631,36923,74554,1086,1009,2093,6315,5942,12260,2119,1917,4032,2225,2029,4257,3081,3958,7037,33843,33159,67004,1812,1567,3379,4542,4412,8949,1293,1374,2666,1088,1235,2321,508,638,1146
SED10066,41494,43424,84920,2876,2549,5424,5583,5307,10892,2541,2388,4927,2968,2975,5943,6180,6590,12768,5819,6030,11846,5104,5296,10396,4320,4806,9125,3586,4125,7711,1961,2338,4298,571,1025,1595,71,41,116,40528,42296,82821,970,1129,2094,2074,2243,4317,38,32,75,28,22,52,2145,2295,4443,31027,31940,62965,7933,8734,16667,33537,34467,67999,5310,6080,11388,36283,37674,73960,857,731,1581,5211,4920,10130,1818,1780,3601,849,1033,1884,1123,2056,3183,15517,17758,33275,2438,2302,4742,9052,8904,17956,2315,2373,4689,1097,1270,2366,184,213,400
SED10067,36393,38353,74745,1834,1759,3595,4842,4614,9457,2410,2255,4662,1951,1767,3714,3133,3056,6190,3917,4509,8423,5183,5639,10820,5125,5382,10505,4198,4540,8739,2771,3097,5870,1029,1736,2761,73,62,133,35885,37524,73403,502,839,1338,277,244,517,9,9,21,15,10,21,297,260,560,26608,27623,54233,8552,9397,17943,31949,33214,65164,3066,3635,6698,32752,34353,67110,686,638,1326,4648,4439,9087,2057,1968,4026,917,912,1832,775,1411,2187,19638,21066,40706,1827,1793,3617,5185,5668,10857,1179,1218,2401,450,516,967,66,77,143
SED10068,39160,42373,81536,1775,1647,3416,4518,4405,8924,2325,2220,4540,1785,1768,3554,3339,3573,6905,3769,4177,7949,4534,5187,9721,5382,6292,11671,6385,6708,13090,4017,4490,8505,1337,1917,3249,61,53,115,38105,41070,79179,1057,1302,2358,1964,1994,3957,31,32,63,31,44,79,2022,2070,4092,32074,34696,66773,4917,5518,10437,35608,38527,74134,1567,1874,3441,35761,38790,74546,557,519,1075,4258,4157,8419,1665,1712,3371,564,725,1287,888,1731,2621,13623,15968,29594,2512,2637,5147,9937,10964,20894,3086,3109,6193,1535,1377,2910,83,79,157
SED10069,37284,38509,75798,1766,1746,3512,4701,4452,9151,2307,2037,4349,1830,1688,3518,3391,3487,6880,3652,3989,7643,4482,4850,9333,5371,5759,11134,5534,5764,11297,3397,3509,6906,854,1223,2078,31,26,64,36794,37911,74706,489,596,1089,2360,2391,4751,49,43,92,51,52,101,2456,2489,4948,30824,31712,62536,4493,4884,9381,33964,35017,68980,1460,1648,3111,34158,35270,69428,566,556,1117,4361,4157,8518,1554,1466,3025,464,525,988,670,1390,2057,11505,13038,24540,2635,2380,5018,10366,10566,20937,2884,3010,5894,1389,1230,2626,102,93,194
SED10070,44128,44468,88591,2833,2645,5473,6303,5964,12272,2679,2586,5260,2828,2523,5350,5860,5788,11646,6710,6729,13442,5414,5312,10730,4763,5027,9789,3848,4397,8248,2152,2422,4577,740,1074,1814,67,74,141,43674,43687,87361,452,780,1230,357,433,785,19,20,45,5,5,17,380,461,846,20707,20310,41023,21386,22191,43574,17023,16306,33330,24569,25423,49996,35033,35661,70693,848,699,1548,5848,5570,11418,2167,2229,4393,1230,1212,2437,1408,2001,3405,20072,20405,40474,1856,1591,3447,5977,5774,11750,1856,1874,3731,2194,2551,4742,941,1406,2348
SED10071,61428,61077,122509,4960,4726,9688,10477,9850,20328,3969,3618,7586,3877,3593,7474,8494,9251,17747,12550,12299,24847,7804,7502,15300,4745,5058,9802,3073,3406,6479,1197,1347,2553,280,423,698,134,208,340,59975,60910,120883,1450,168,1620,1096,825,1918,18,16,37,26,19,49,1143,862,2005,31351,30268,61620,27927,28806,56733,29157,28961,58114,28595,29769,58362,49265,49211,98474,1528,1481,3011,10004,9462,19470,3272,3161,6429,1627,1756,3381,1903,2885,4794,31370,33178,64549,2249,2078,4325,6471,6235,12712,1595,1560,3155,894,1058,1952,248,396,645
SED10072,46574,47246,93822,2638,2522,5156,4427,4235,8658,2085,2029,4118,3557,3205,6767,9495,9569,19059,7248,6949,14199,5517,5800,11315,4736,5012,9742,3613,3916,7528,2290,2711,5004,979,1300,2277,113,152,270,45998,46724,92722,579,518,1099,315,355,671,17,14,34,8,10,23,345,381,722,22435,22071,44504,21507,22514,44023,19556,18587,38141,23927,25520,49446,34476,35202,69679,755,707,1459,4116,3930,8053,1686,1737,3428,1914,1690,3606,2789,3539,6328,26324,26759,53083,1961,1720,3679,5096,5092,10189,1255,1265,2519,1451,1967,3418,577,816,1397
SED10073,49106,51031,100134,2844,2718,5562,5340,4846,10182,2331,2083,4412,3556,3372,6926,9376,9754,19128,8386,8358,16740,5434,5901,11333,5118,5694,10811,3859,4448,8304,1964,2478,4441,910,1385,2290,162,205,371,47861,49772,97633,1245,1255,2499,196,229,426,16,10,29,6,4,13,216,247,462,22089,20938,43028,25158,28098,53249,20726,19878,40604,26028,28779,54812,35643,35840,71486,905,832,1741,5102,4653,9754,2101,1863,3967,2082,2032,4118,2841,3846,6688,31192,32852,64045,1442,1327,2768,3706,3995,7705,1052,1184,2233,930,1215,2150,393,576,968
SED10074,43604,44020,87620,3043,2864,5909,5855,5533,11390,2450,2237,4689,2739,2405,5139,6399,6360,12753,7168,6955,14128,5349,5378,10725,4279,4663,8943,3508,3974,7480,2102,2534,4633,715,1117,1827,73,114,194,42524,42931,85461,1079,1087,2167,607,620,1228,18,17,32,10,6,22,632,648,1282,23374,23643,47016,17796,18008,35799,22924,23260,46184,17946,18094,36040,34052,34854,68912,862,831,1695,5442,5162,10602,2026,1912,3940,1274,1206,2480,1741,2228,3972,22131,22650,44785,1794,1495,3291,5744,5905,11650,1436,1645,3077,995,1232,2228,295,391,687
SED10075,43071,45117,88189,2680,2527,5205,5974,5542,11518,2924,2737,5656,2699,2585,5280,5101,5483,10576,5277,5730,11012,5360,5781,11138,5255,5716,10972,4346,4824,9170,2616,3044,5658,843,1158,2001,34,25,60,42566,44671,87234,504,444,948,2111,2101,4216,37,38,70,24,29,50,2171,2162,4334,34093,35204,69296,7141,7985,15126,36791,38273,75060,4306,4932,9244,39414,41060,80472,884,863,1745,5639,5222,10862,2066,2073,4140,718,841,1558,907,1737,2642,13271,15542,28815,2904,2611,5513,11551,11668,23212,2885,3316,6202,1699,1777,3475,225,231,459
SED10076,37732,39283,77011,2038,1932,3969,4402,4083,8486,2008,1825,3834,1668,1575,3240,3684,3885,7567,3765,4063,7832,4215,4520,8730,5427,6012,11439,5977,6270,12249,3533,3596,7129,1019,1511,2528,44,35,79,37156,38581,75735,571,699,1273,2423,2432,4858,55,39,89,43,46,86,2522,2514,5034,30185,31252,61439,4949,5406,10354,33415,34764,68180,1935,2173,4111,34001,35386,69389,670,556,1229,3983,3743,7727,1320,1272,2588,349,433,784,666,1415,2074,11593,13498,25088,2322,2164,4484,10225,10491,20713,3068,3065,6132,1654,1559,3211,119,99,217
