SED_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
SED27708,41,267,2569,12033,6461,1049,194,1201,23816,18,248,1233,223,33,0,0,142,1906,0,31,219,144,25,3,0,27,442,19,283,1447,363,58,8,0,164,2346,5,140,421,62,10,0,0,58,686,0,35,11,9,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,9,172,431,73,6,0,0,60,750,40,60,86,45,23,4,0,102,362,3,7,8,8,6,0,8,8,47,117,793,4542,12525,6554,1057,200,1538,27324
SED27807,30,159,1620,12070,4258,748,149,1454,20494,0,106,802,1020,132,11,0,223,2300,0,31,577,834,289,38,3,159,1929,0,135,1373,1854,427,56,5,379,4232,5,354,946,436,18,0,0,272,2041,0,24,35,4,0,0,0,5,69,0,4,13,0,0,0,0,5,24,0,35,59,0,0,0,0,6,96,0,7,14,12,0,0,0,12,34,5,431,1054,446,22,0,0,297,2264,9,26,15,22,3,0,0,75,152,0,8,4,17,6,0,0,4,40,51,758,4075,14401,4719,810,160,2211,27176
SED27907,20,78,592,10525,8161,1198,187,855,21613,6,102,1016,635,54,4,0,146,1959,3,3,144,405,46,5,0,26,626,8,108,1158,1038,99,4,0,173,2588,8,75,584,357,11,0,0,68,1113,0,10,25,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,12,5,85,611,363,17,0,0,74,1155,0,3,0,4,0,0,0,0,7,0,5,0,6,6,0,0,8,11,36,268,2362,11929,8281,1203,192,1103,25381
SED28007,6,33,336,8035,10576,1563,217,806,21576,6,42,543,1253,329,18,3,134,2329,0,0,117,980,150,35,8,95,1375,6,42,660,2232,477,53,5,221,3704,5,104,26,102,9,0,0,23,263,0,7,66,0,0,0,0,5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,5,118,92,104,4,0,0,27,345,0,0,0,0,3,0,0,0,4,0,3,3,3,3,0,0,3,16,15,196,1089,10375,11068,1625,224,1062,25653
SED28107,23,86,925,11955,18599,2114,260,2160,36120,0,7,446,1409,775,51,3,187,2887,0,0,233,371,171,33,8,91,906,0,10,683,1778,947,87,9,272,3788,0,60,425,276,15,0,0,83,855,0,0,0,0,0,0,0,0,0,0,44,148,0,0,0,0,7,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,106,578,276,17,0,0,94,1066,0,26,13,5,0,0,0,34,82,3,0,4,9,22,0,0,3,48,35,239,2191,14011,19587,2201,272,2572,41101
SED28203,42,117,1149,12546,8379,1030,160,1193,24625,0,78,607,334,81,5,0,82,1190,3,23,446,801,70,11,0,92,1444,4,101,1052,1136,153,15,0,174,2634,3,83,539,280,10,0,0,72,990,0,42,22,0,0,0,0,7,73,0,9,110,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,3,136,670,287,10,0,0,83,1198,0,0,7,10,0,0,0,12,32,0,3,7,11,7,0,0,6,32,54,359,2884,13997,8550,1042,160,1472,28523
SED28301,11,48,556,5565,7925,2249,434,378,17167,0,92,583,556,87,7,0,60,1382,0,5,134,830,529,53,0,57,1618,0,102,712,1391,611,62,0,111,2994,10,66,290,359,30,0,0,34,781,0,41,189,39,5,0,0,7,281,0,85,401,60,5,0,0,21,567,0,16,43,7,0,0,0,4,66,0,0,7,3,0,0,0,5,14,12,211,928,460,37,0,0,70,1713,3,7,0,0,0,0,0,9,19,0,0,10,5,0,0,3,0,23,19,371,2210,7419,8579,2316,438,568,21915
SED28408,19,163,2280,11001,6745,782,104,867,21955,7,552,1268,740,146,16,6,230,2946,0,34,129,176,62,6,0,26,430,5,582,1392,916,208,18,3,255,3380,5,238,391,107,6,0,4,77,829,0,18,34,18,8,0,0,0,78,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,5,258,427,129,8,3,4,80,918,0,7,9,9,9,0,0,30,57,3,11,3,11,12,0,5,3,50,30,1012,4112,12069,6979,806,116,1229,26355
SED28507,31,101,1201,12962,11067,1216,176,1588,28341,3,120,1099,874,167,16,0,189,2469,0,3,158,414,58,10,4,58,706,3,122,1261,1289,224,22,4,251,3176,0,11,181,100,0,0,0,32,329,0,0,13,0,0,0,0,4,22,0,40,142,17,0,0,0,39,239,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,12,0,51,342,123,0,3,0,74,604,9,15,4,3,0,0,0,15,56,0,0,6,6,5,0,0,0,16,42,298,2814,14382,11299,1244,183,1929,32195
SED28607,23,179,3146,10100,3855,662,85,618,18672,3,344,1269,868,115,12,5,147,2766,3,76,1234,2414,702,56,12,195,4688,10,419,2502,3284,814,70,12,341,7452,5,461,1019,161,5,3,4,145,1798,4,205,386,38,0,0,0,47,677,12,94,160,17,0,0,0,21,310,4,94,113,27,0,0,3,31,275,0,0,0,0,6,0,0,3,14,28,860,1688,242,8,7,4,240,3078,0,35,63,34,20,5,0,8,157,5,6,16,8,3,0,0,4,46,55,1497,7407,13669,4706,742,101,1213,29400
SED28704,30,97,858,10329,16874,2098,346,1172,31802,7,50,454,523,218,17,0,55,1311,0,9,157,485,66,9,0,34,755,7,56,604,1003,284,26,0,87,2070,0,10,62,27,0,0,0,7,108,0,0,50,7,5,0,0,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,19,0,20,117,36,5,0,0,17,192,0,0,0,0,0,0,0,3,8,4,0,4,0,8,0,0,0,26,41,171,1588,11373,17168,2128,346,1290,34102
SED28803,24,119,952,12459,18166,2569,350,1789,36427,0,10,330,616,220,11,3,117,1311,0,19,551,791,123,8,4,123,1623,3,31,883,1413,341,15,3,244,2935,0,3,90,90,8,0,0,28,221,0,0,0,0,0,0,0,0,4,0,0,15,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,16,3,4,113,95,10,3,4,31,258,0,5,0,4,5,0,0,0,13,0,3,0,10,11,4,0,6,40,33,163,1954,13976,18535,2592,359,2071,39674
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED30001,20,88,320,6110,8331,1589,291,648,17403,0,11,132,230,32,3,0,18,429,0,22,235,2289,312,5,0,234,3091,0,34,365,2515,348,8,6,253,3519,0,23,118,42,11,0,0,17,211,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,6,3,0,3,12,37,0,24,123,57,19,4,10,31,264,6,27,3,5,0,4,0,11,63,0,5,0,10,12,0,0,14,44,34,171,818,8694,8709,1609,295,958,21282
SED30002,12,48,365,5693,7337,2185,384,333,16354,12,290,485,382,21,0,0,82,1275,0,18,275,1210,322,0,0,71,1902,9,313,760,1592,341,0,5,155,3181,5,15,105,112,11,0,0,3,250,0,0,8,17,6,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,16,5,16,114,130,20,4,3,9,304,40,89,36,3,0,0,0,62,228,4,0,0,0,0,0,0,4,18,72,472,1281,7418,7701,2190,395,551,20091
SED30003,12,106,1266,5772,8503,1194,243,638,17734,0,57,187,288,115,4,0,51,696,0,8,207,1493,168,0,0,136,2010,0,67,388,1780,282,4,0,183,2705,0,54,109,59,16,0,4,33,273,0,3,8,0,0,0,0,0,7,0,70,219,18,0,0,0,30,329,0,0,0,0,0,0,0,0,0,0,8,17,0,4,0,0,9,39,0,137,355,70,24,7,5,62,652,9,69,37,7,0,0,0,48,171,4,0,10,20,6,0,0,3,36,26,381,2050,7646,8809,1197,250,937,21297
SED30004,64,251,1091,6399,7392,1184,242,814,17437,3,93,548,210,34,4,0,91,978,6,67,703,136,18,0,0,76,1006,10,159,1245,346,47,7,0,170,1979,6,99,722,196,10,0,0,88,1129,0,76,558,188,9,0,0,115,948,3,66,226,62,6,0,0,47,402,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,11,235,1509,448,23,0,6,258,2487,130,135,38,44,16,4,7,68,442,11,32,125,34,11,5,3,10,226,223,811,4011,7270,7491,1205,256,1314,22577
SED30005,21,60,572,3168,3805,792,197,336,8946,6,73,1372,1107,63,8,4,189,2826,14,247,895,2107,227,7,7,243,3757,22,320,2272,3218,288,16,8,435,6586,7,261,726,102,16,3,7,161,1281,18,571,1903,279,8,0,0,254,3039,5,552,1063,135,15,0,0,174,1951,0,131,1011,550,32,0,0,158,1883,0,4,8,3,5,0,0,9,29,30,1523,4714,1078,72,8,5,756,8185,50,146,83,19,4,0,0,104,414,0,26,31,17,4,0,5,11,94,126,2079,7668,7503,4174,815,216,1644,24224
SED30006,9,50,923,4085,4916,1315,214,540,12049,14,66,887,941,36,0,0,113,2046,11,63,505,2131,423,26,5,182,3344,28,129,1389,3069,454,29,5,291,5388,13,95,194,48,3,0,0,27,382,5,82,447,314,47,5,0,73,965,0,33,676,477,31,0,0,72,1293,0,7,208,105,0,0,0,36,359,0,0,3,4,0,0,4,4,15,15,220,1527,948,84,10,4,210,3016,18,79,76,20,8,0,0,30,222,0,19,18,56,19,0,0,13,131,72,488,3929,8186,5479,1355,223,1081,20811
SED30007,15,96,508,4455,7833,1417,278,408,15009,11,89,926,923,26,0,0,120,2092,0,25,241,681,80,3,3,64,1106,10,113,1167,1607,105,7,4,182,3199,14,127,626,514,87,6,0,164,1536,3,4,152,88,3,0,0,20,272,0,16,329,244,60,0,0,50,711,0,0,0,0,0,0,0,0,0,0,9,12,4,8,0,0,6,40,19,162,1119,851,160,3,0,241,2561,0,0,0,0,0,0,0,0,0,0,0,5,8,7,0,0,3,32,44,374,2803,6925,8106,1430,282,838,20795
SED30008,28,71,1014,4782,4500,1969,338,310,13010,0,47,233,166,9,0,0,26,481,3,155,817,2655,320,9,3,175,4140,10,203,1050,2825,333,9,3,199,4623,26,344,939,235,17,0,0,107,1679,0,245,1538,388,12,3,9,116,2319,0,70,592,150,21,0,0,89,928,0,31,51,5,0,0,0,5,89,0,5,4,0,0,0,0,0,17,29,699,3123,786,51,10,10,316,5025,23,78,23,8,0,0,0,21,148,3,0,3,7,7,0,0,10,30,84,1058,5216,8399,4891,1990,357,854,22836
SED30009,32,123,1379,8580,4617,701,163,726,16327,17,217,1128,328,19,5,0,165,1876,9,144,133,115,3,3,0,75,478,23,360,1260,447,24,9,7,232,2358,14,357,1022,286,17,3,3,165,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,14,361,1022,286,17,3,3,165,1866,105,226,58,29,9,4,0,103,536,13,20,11,14,5,0,0,6,61,183,1086,3737,9350,4667,712,170,1230,21143
SED30010,28,357,809,7708,9862,820,196,1306,21091,0,232,641,558,130,3,3,188,1751,3,53,288,918,45,0,0,187,1494,10,280,928,1470,175,4,4,378,3246,0,106,81,57,10,0,0,34,284,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,0,0,11,29,0,110,97,63,16,0,0,44,333,0,0,8,0,0,0,0,9,23,0,0,0,5,3,0,0,5,20,33,743,1849,9250,10057,825,200,1744,24707
SED30011,132,582,1862,8274,4903,716,219,1636,18327,47,181,731,186,24,0,0,197,1380,0,55,287,295,51,0,4,67,761,45,240,1020,486,76,0,0,270,2147,7,28,98,27,4,0,0,28,201,0,14,4,10,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,42,108,38,8,0,0,26,231,296,461,45,61,23,3,6,214,1105,91,160,20,30,18,0,5,74,392,573,1484,3060,8881,5022,722,233,2216,22205
SED30012,19,77,592,4199,3937,828,164,414,10226,0,65,885,545,41,4,0,82,1623,9,52,641,1944,244,8,4,168,3066,8,120,1521,2487,287,11,11,250,4694,45,191,675,119,12,3,3,107,1157,0,268,1454,238,18,0,0,179,2168,4,99,668,246,10,0,0,88,1111,0,54,857,160,10,0,0,104,1190,5,8,9,0,3,0,0,6,33,55,616,3663,770,58,11,12,489,5658,65,106,19,9,15,0,0,60,269,5,8,14,6,6,0,0,14,44,147,916,5804,7469,4298,850,189,1222,20889
SED30013,221,578,2449,7735,5449,888,224,1154,18702,0,19,254,133,9,0,0,22,440,0,13,31,58,4,0,0,11,116,0,27,280,195,16,0,0,35,557,0,76,244,120,17,0,0,43,500,3,6,30,27,0,0,0,7,70,0,4,74,82,0,0,0,19,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,85,354,224,20,0,0,74,761,356,587,103,75,51,6,0,216,1391,79,87,12,13,14,0,3,114,329,657,1371,3190,8246,5544,901,230,1592,21734
SED30014,39,169,1034,5685,3855,899,305,683,12669,27,337,1019,217,14,0,0,242,1852,27,325,1047,242,12,6,12,203,1876,53,659,2071,456,30,6,12,444,3732,114,850,2003,230,21,9,4,467,3694,27,513,1367,368,10,0,4,294,2587,6,35,187,168,4,0,0,90,496,4,66,207,155,8,0,4,67,516,0,3,4,0,0,0,0,5,11,149,1470,3768,924,40,11,15,926,7304,133,209,42,35,9,5,5,193,622,7,61,58,14,7,0,11,70,238,391,2573,6969,7124,3943,923,340,2308,24567
SED30015,182,602,2082,7328,5424,902,232,1926,18675,3,87,272,302,44,8,3,131,853,0,4,24,82,19,0,0,26,151,3,91,288,389,66,8,4,155,1002,4,69,154,74,18,3,0,78,399,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,3,16,34,4,71,158,78,21,4,5,89,432,191,296,51,47,27,3,4,237,862,30,70,17,23,7,3,3,82,248,411,1125,2606,7873,5546,921,249,2486,21213
SED30016,23,101,782,5625,7065,1139,230,527,15488,6,26,619,562,69,5,0,92,1375,4,50,289,675,85,7,3,55,1170,5,76,906,1241,152,10,0,152,2549,23,224,373,255,18,6,4,89,983,4,66,430,125,3,0,4,44,674,3,91,854,523,28,0,0,103,1607,6,80,253,395,10,0,0,20,767,0,14,15,3,9,4,0,11,53,30,482,1936,1300,60,8,9,262,4085,88,200,73,14,15,0,4,105,497,22,27,21,11,4,3,0,28,112,167,880,3721,8186,7297,1161,247,1069,22730
SED30017,20,109,390,6763,6617,1405,239,397,15940,10,222,485,298,18,8,0,73,1107,21,35,657,752,39,0,0,86,1590,25,253,1148,1054,59,8,0,158,2700,0,72,244,38,0,0,0,33,397,12,3,17,8,0,0,0,9,49,0,0,58,24,0,0,0,3,86,0,0,0,0,0,0,0,0,0,0,8,15,0,3,3,0,9,47,15,81,342,79,9,6,0,54,582,23,60,36,0,0,0,0,38,160,0,5,4,5,0,0,0,0,25,86,511,1918,7902,6687,1415,249,641,19408
SED30018,17,51,530,4171,6648,2407,426,329,14580,0,21,139,187,3,0,0,25,378,12,60,542,2000,147,14,0,121,2891,12,78,680,2189,150,13,0,150,3268,0,46,98,105,0,0,0,13,258,0,14,276,51,3,0,0,15,355,0,40,137,33,0,0,0,11,220,0,0,0,0,0,0,0,0,0,3,4,4,0,5,9,0,6,30,9,104,510,189,11,9,0,43,866,0,0,0,0,0,0,0,4,3,0,4,7,7,4,0,0,5,26,32,237,1729,6556,6810,2430,433,520,18747
SED30019,17,115,983,3418,3379,1793,382,286,10378,0,33,86,40,6,0,0,14,187,4,100,502,992,81,11,3,74,1766,4,133,590,1033,88,11,3,91,1954,39,762,1866,423,63,0,10,168,3333,43,386,3365,477,37,0,9,204,4521,34,677,2085,516,15,0,0,220,3545,8,614,924,213,9,0,0,139,1916,0,3,0,4,0,0,0,4,12,121,2438,8245,1636,135,13,16,725,13333,0,10,15,5,0,0,0,4,27,6,15,19,13,6,4,0,16,78,146,2711,9846,6103,3610,1815,409,1119,25765
SED30020,66,295,1089,6780,7849,1489,389,1070,19042,0,47,286,275,15,0,3,63,687,0,0,24,19,0,0,0,0,50,0,45,311,293,18,0,4,65,736,0,11,99,16,3,0,0,12,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,0,4,15,6,19,108,16,3,0,0,16,159,35,52,10,7,7,4,0,33,148,3,10,4,14,15,0,4,14,67,107,418,1520,7119,7897,1499,398,1197,20149
SED30021,211,765,2158,6097,3691,597,265,1488,15276,8,111,540,240,22,3,3,149,1081,0,77,401,178,31,5,3,119,812,11,187,941,414,60,8,6,271,1895,17,189,652,142,21,3,0,187,1212,0,20,21,3,3,0,0,0,50,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,30,37,20,212,677,144,23,4,0,219,1302,667,774,128,114,79,13,27,624,2426,159,246,82,71,25,3,15,75,684,1071,2182,3990,6841,3884,625,316,2684,21592
SED30022,38,111,993,3475,15832,1865,431,1381,24132,4,27,161,1075,307,0,0,163,1739,0,4,82,1266,228,4,0,138,1722,4,30,245,2341,529,6,5,302,3466,0,0,21,85,73,0,0,9,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,6,0,0,0,12,42,0,8,42,87,70,0,0,23,235,17,37,27,10,8,0,3,19,119,0,8,0,12,30,0,0,9,69,58,197,1311,5932,16474,1883,440,1726,28018
SED30023,17,104,1090,5376,5063,1977,452,255,14324,4,13,0,27,5,0,0,3,59,10,69,351,628,127,17,5,54,1256,19,75,351,658,133,17,5,62,1316,33,459,538,191,39,10,12,65,1337,18,153,827,220,9,6,3,51,1280,9,106,396,60,0,0,0,29,605,0,330,338,87,4,0,0,32,796,0,4,0,0,6,0,0,3,14,55,1044,2104,556,61,14,19,181,4035,4,13,9,6,3,0,0,16,51,7,8,5,9,3,0,4,0,38,98,1252,3553,6601,5262,2009,480,517,19764
SED30024,26,98,521,4120,4138,1078,328,412,10717,7,56,441,328,18,3,7,48,910,3,90,570,1282,134,20,3,123,2223,20,141,1012,1613,147,25,7,165,3130,36,202,824,138,38,6,3,119,1368,0,158,1101,249,15,3,3,111,1648,4,97,580,256,23,0,0,79,1032,9,45,415,136,10,4,0,43,658,0,5,16,11,7,4,0,11,54,50,512,2936,788,90,17,9,358,4758,23,66,42,11,0,0,0,36,186,4,14,22,10,6,0,0,3,57,122,840,4536,6539,4378,1122,348,981,18850
SED30025,9,61,438,5493,7012,1842,281,234,15363,6,37,190,222,39,0,0,14,501,3,76,559,1297,151,0,0,49,2131,3,109,743,1523,186,0,0,67,2636,0,157,377,156,43,0,3,34,767,0,102,421,56,0,0,0,36,631,0,5,165,23,0,0,0,8,205,0,0,0,0,0,0,0,0,0,0,10,7,4,6,3,0,8,20,0,269,974,240,45,6,4,90,1623,0,0,0,0,0,0,0,0,0,0,7,4,6,0,0,0,0,15,18,443,2158,7251,7245,1850,285,391,19637
SED30026,10,68,759,6687,5978,1579,241,285,15615,0,14,299,74,0,0,0,54,451,0,19,359,596,63,0,0,24,1065,0,40,656,674,69,0,0,80,1516,8,130,381,254,57,0,5,44,888,11,108,472,57,0,0,0,26,674,5,50,140,31,0,0,0,10,236,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,3,28,29,295,998,347,60,5,5,82,1824,0,0,0,0,4,0,0,0,3,3,6,0,3,0,0,0,3,17,43,411,2418,7706,6108,1592,244,457,18981
SED30027,20,82,551,5134,5329,1137,301,487,13047,0,25,289,266,16,4,3,24,632,0,80,436,1982,153,12,0,189,2861,4,103,726,2250,174,18,3,217,3490,9,87,503,363,26,0,6,101,1095,12,134,151,45,3,0,0,35,378,0,53,40,47,4,0,0,10,157,0,0,0,0,0,0,0,0,0,0,6,13,3,4,4,0,6,35,20,278,704,463,43,6,6,150,1665,39,243,118,5,0,0,0,64,465,0,0,3,4,0,0,0,0,15,89,706,2103,7853,5544,1161,314,917,18680
SED30028,22,135,662,6565,6905,992,174,778,16232,5,84,212,167,63,17,4,39,584,14,22,314,335,21,0,0,78,779,13,101,519,500,91,16,5,121,1364,5,112,681,276,14,4,0,113,1205,13,24,115,26,3,0,0,13,202,0,7,176,50,6,0,0,28,258,0,4,87,5,0,0,0,16,106,0,0,0,0,0,0,0,0,4,17,147,1064,358,18,4,3,171,1778,75,204,51,20,7,0,0,175,538,17,30,13,12,3,0,5,12,87,144,618,2311,7452,7025,1014,189,1249,20003
SED30029,69,379,1434,5931,6441,1422,472,896,17046,0,8,103,88,19,0,3,25,243,0,7,9,25,0,0,0,0,49,0,20,113,109,21,0,3,25,292,0,0,17,4,0,0,0,5,35,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,7,24,22,13,14,5,5,12,96,0,25,38,16,21,5,5,22,132,21,32,40,36,20,4,8,56,213,8,13,18,13,21,0,0,13,77,98,464,1640,6111,6520,1434,486,1009,17755
SED30030,11,131,1298,4966,3643,1708,295,337,12395,0,25,56,20,0,0,0,3,112,8,180,499,993,94,10,3,60,1847,3,207,551,1016,98,10,3,64,1960,60,727,1118,338,29,5,3,154,2435,8,226,2775,431,10,5,5,117,3574,0,118,637,231,4,0,0,46,1035,0,189,422,66,6,0,0,25,711,4,0,7,5,0,3,0,8,19,74,1256,4960,1072,48,12,6,349,7777,0,0,11,6,0,0,0,0,21,0,9,14,6,0,0,0,5,48,90,1609,6846,7060,3792,1735,303,755,22196
SED30031,130,614,1201,4982,4067,807,308,1356,13460,3,40,213,171,24,3,0,60,521,3,11,118,100,14,3,0,42,293,9,57,334,274,36,8,0,105,815,8,104,375,167,12,0,3,90,756,0,0,4,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,105,380,167,12,3,3,94,775,445,601,66,88,42,12,10,255,1520,123,208,40,69,33,14,15,64,571,714,1579,2029,5578,4195,837,337,1872,17138
SED30032,193,641,2429,8890,5705,991,249,1249,20338,7,100,350,139,19,4,4,60,682,9,37,150,102,8,0,0,31,339,21,138,493,238,29,4,3,93,1024,12,97,167,59,7,0,0,46,386,0,4,13,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,15,12,104,181,62,8,5,0,56,422,141,221,86,48,30,0,7,163,705,37,94,21,20,14,0,5,10,203,404,1197,3225,9256,5783,996,263,1573,22693
