SED_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
SED30065,15,0,15,65,61,125,0,3,0,0,0,0,4,8,13,8577,7803,16379,432,497,927,242,4,243,95,9,103,85,33,118,123,29,147,176,206,378,9811,8655,18465,5,3,6,0,0,0,0,0,0,14,9,23,0,0,0,0,0,0,14,9,24,0,0,0,0,0,0,3,8,8,4,13,12,4,5,10,13,20,35,85,42,121,112,69,180,4,0,6,4,0,6,4,0,4,13,0,11,1914,2605,4525,1229,1894,3121,57,40,99,13136,13270,26403
SED30066,5,7,11,61,96,156,4,0,4,0,0,0,9,13,18,6186,5781,11969,339,482,819,126,4,133,160,35,191,126,70,196,88,49,140,265,267,534,7376,6798,14169,0,0,4,0,0,0,0,0,0,10,3,11,0,0,0,0,0,0,9,4,18,0,0,0,0,0,0,0,5,3,4,7,11,8,0,14,14,11,29,77,37,104,102,52,153,0,5,4,5,0,5,3,3,10,8,6,17,2093,2436,4530,1263,1634,2900,69,77,145,10909,11003,21910
SED30067,1005,1129,2132,131,263,393,0,0,0,3,0,3,57,62,120,8474,6929,15402,363,695,1061,132,3,138,216,19,233,205,34,236,89,45,130,247,243,487,10913,9423,20337,111,134,239,0,0,0,0,0,0,112,135,250,26,39,67,28,18,43,275,324,595,0,0,0,0,0,0,7,17,28,6,21,26,5,10,12,17,53,69,105,44,151,402,417,819,30,63,92,6,0,5,3,0,3,37,62,97,2796,3189,5988,1302,2025,3330,56,44,100,15509,15159,30669
SED30068,200,203,403,46,50,96,7,9,16,0,0,0,10,11,26,6591,5968,12560,342,498,841,149,0,153,105,10,113,49,26,80,62,35,98,144,184,325,7708,7001,14709,9,13,23,0,0,0,0,0,0,44,35,83,7,10,15,17,4,19,72,72,143,0,4,3,0,0,0,4,15,22,0,11,12,0,0,4,9,32,39,110,68,177,188,175,361,9,15,22,5,3,10,7,3,5,22,18,40,1814,2081,3893,983,1502,2480,39,47,86,10751,10819,21567
SED30069,344,395,739,23,47,68,4,0,3,0,0,0,16,11,26,8711,7330,16044,383,556,942,236,9,241,215,22,237,45,18,60,68,43,102,130,147,279,10178,8570,18749,34,35,69,0,0,0,0,0,0,136,136,275,23,34,58,30,4,38,223,214,431,0,0,0,0,0,0,10,5,13,5,7,11,5,6,9,19,16,37,96,49,143,336,269,607,21,35,60,0,0,0,7,0,8,27,42,71,2353,2788,5146,1192,1942,3137,33,55,85,14122,13666,27787
SED30070,74,73,152,31,27,50,0,0,0,0,0,0,0,7,7,6065,5553,11614,390,498,894,264,10,271,116,11,120,42,27,70,63,33,99,118,145,263,7162,6379,13544,8,14,25,0,0,0,0,0,0,46,49,97,6,10,16,7,4,9,71,74,143,0,0,0,0,0,0,3,4,5,4,4,12,4,0,3,9,11,23,78,42,125,161,122,288,16,12,25,4,0,4,6,0,6,19,14,30,979,1430,2409,938,1318,2257,58,64,124,9326,9329,18656
SED30071,130,166,290,47,93,138,9,7,10,3,0,3,27,31,56,7156,6348,13498,401,552,946,179,11,187,169,17,187,101,30,136,77,47,123,230,294,528,8518,7582,16100,44,47,94,0,0,0,0,0,0,80,88,170,13,10,21,16,5,19,159,156,313,0,0,0,0,0,0,8,15,16,0,6,8,3,6,9,7,28,33,81,39,121,244,221,463,19,23,40,0,3,3,0,0,4,20,29,46,1397,1949,3350,1035,1582,2619,61,54,114,11282,11415,22693
SED30072,39,45,81,84,118,203,45,32,75,0,0,0,13,15,27,7980,7040,15021,401,449,849,217,4,223,121,4,128,40,17,56,73,36,111,101,140,237,9114,7895,17008,6,8,18,0,0,0,0,0,0,27,28,59,0,10,8,4,0,4,39,42,84,8,36,46,0,0,0,13,27,41,3,12,19,0,3,10,32,79,108,356,280,633,419,405,824,6,6,16,17,34,46,28,18,50,49,55,110,1413,2057,3470,1054,1640,2695,57,56,112,12107,12112,24220
SED30073,5,0,5,121,69,188,4,0,4,0,0,0,40,74,110,8405,8106,16511,781,838,1621,201,3,198,122,10,129,111,25,138,75,45,113,348,355,701,10210,9517,19725,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,0,0,4,7,3,0,0,0,0,0,0,26,8,32,7,10,11,4,0,3,37,16,48,110,70,176,143,83,230,0,0,0,8,3,5,7,0,7,16,3,20,354,605,958,1308,1583,2891,54,49,107,12083,11838,23929
SED30074,401,475,882,156,268,424,0,0,0,0,0,0,45,48,90,8104,6962,15068,383,605,985,144,4,141,158,21,179,93,28,124,74,40,117,117,145,263,9680,8593,18272,63,64,131,0,0,0,0,0,0,104,112,217,14,26,43,28,10,36,202,218,423,0,0,0,0,0,0,16,21,36,8,14,22,0,3,3,24,38,62,66,42,110,292,302,594,21,35,51,0,8,9,6,0,6,28,41,66,2015,2499,4509,1173,1937,3106,66,45,107,13248,13418,26661
SED30075,13,16,30,23,15,47,0,0,0,0,0,0,3,8,3,8268,7137,15407,404,480,889,429,24,453,112,12,123,22,8,36,101,40,142,346,285,632,9731,8030,17761,0,0,0,0,0,0,0,0,0,12,20,37,4,5,6,0,0,0,18,28,45,0,0,0,0,0,0,8,18,28,0,4,3,0,0,3,8,23,33,78,42,122,110,93,201,10,0,8,0,0,0,5,4,9,14,3,20,1558,2055,3617,1139,1647,2784,105,110,214,12659,11938,24596
SED30076,284,237,519,1347,1898,3243,196,177,370,0,0,0,156,170,332,7315,5903,13212,460,834,1293,50,0,50,380,83,465,855,389,1245,288,151,438,1734,1906,3635,13055,11762,24810,86,101,185,0,0,3,4,0,0,13,8,18,10,11,23,22,26,44,129,144,274,15,37,51,0,0,0,18,27,48,22,56,81,50,43,97,109,166,278,157,91,248,400,402,804,53,38,85,30,35,68,11,6,20,93,78,170,4230,4331,8558,1702,2624,4321,80,70,152,19554,19266,38826
SED30077,0,0,4,42,11,52,3,0,3,0,0,0,22,24,43,7254,6615,13871,567,598,1163,303,15,314,77,11,86,66,17,81,104,44,154,524,461,984,8966,7790,16759,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,97,29,127,104,38,138,0,0,0,0,0,4,5,3,6,7,7,12,1059,1158,2214,792,1202,1999,113,92,200,11035,10286,21325
SED30078,82,74,155,94,153,248,4,0,3,203,313,521,48,67,116,8387,7269,15662,458,801,1255,123,0,123,155,31,183,180,60,238,89,50,140,399,520,918,10222,9336,19561,12,22,32,0,0,0,13,18,29,26,15,40,0,5,7,3,0,5,60,57,116,0,0,0,38,66,97,0,8,7,7,11,15,9,9,12,47,86,139,116,99,215,229,240,466,15,30,46,12,21,31,8,0,13,39,53,89,1410,1713,3125,1154,1839,2991,87,61,151,13141,13248,26386
SED30079,22,22,41,292,423,718,5,0,4,0,0,0,34,23,53,9273,7544,16820,451,569,1023,216,0,219,148,10,152,47,11,58,78,36,116,91,120,211,10641,8764,19412,11,8,24,0,0,0,0,0,0,10,16,26,0,5,4,0,0,0,21,24,51,0,0,0,0,0,0,63,82,146,16,23,43,7,8,20,86,120,207,84,48,137,198,191,395,7,11,17,3,7,13,4,3,3,17,14,33,1897,2555,4449,1121,1773,2894,40,38,75,13916,13335,27255
SED30080,310,326,638,546,760,1309,3,0,7,0,0,0,68,79,148,8178,6881,15059,409,737,1144,97,0,97,235,34,270,276,71,349,90,48,138,374,453,830,10598,9397,19992,62,68,130,0,0,0,0,0,0,77,81,153,9,12,17,9,3,12,154,160,316,0,0,0,0,0,0,21,30,47,4,33,31,12,9,25,41,68,104,73,65,143,269,295,565,21,40,58,7,9,11,4,7,10,34,49,85,3096,3427,6527,1399,2292,3691,46,35,77,15442,15496,30942
SED30081,215,186,399,575,755,1336,3,0,3,0,0,0,58,45,104,9630,6951,16581,439,941,1381,179,0,187,89,16,105,49,8,62,85,28,113,91,100,188,11410,9037,20447,48,55,100,0,0,0,0,0,0,40,25,67,5,6,13,6,5,12,102,87,193,0,0,3,0,0,0,56,72,132,15,69,82,6,10,19,83,151,236,116,76,196,298,321,625,28,30,55,4,4,10,4,0,4,39,35,76,2018,2095,4113,900,1435,2335,70,52,124,14739,12981,27713
SED30082,82,90,166,97,137,236,0,3,0,232,377,612,46,41,90,8136,6362,14495,359,623,983,86,6,85,157,31,187,230,104,339,124,76,202,739,777,1524,10289,8622,18912,27,29,59,0,0,0,9,10,25,24,18,42,0,3,3,3,3,5,69,60,126,0,0,0,60,96,160,8,4,14,4,9,9,8,5,11,80,114,190,108,85,195,253,254,513,18,17,39,14,31,36,9,3,15,39,52,87,2343,2458,4802,1349,1856,3204,72,73,141,14344,13327,27665
SED30083,80,87,170,32,36,69,5,0,9,37,89,120,12,17,33,10696,9238,19937,553,634,1186,257,7,260,160,14,175,25,10,40,80,35,109,96,102,197,12036,10278,22305,13,20,31,0,0,0,0,3,3,39,36,81,8,5,18,3,0,9,71,63,136,0,0,0,3,4,5,3,0,3,3,3,7,0,5,4,13,7,21,123,138,260,212,219,426,21,22,41,5,10,15,0,0,3,27,28,61,1456,2167,3622,1182,2024,3211,61,56,115,14962,14773,29741
SED30084,3,0,0,82,79,160,3,0,3,0,0,0,33,26,59,8533,8788,17325,615,846,1465,119,7,122,202,21,221,106,35,140,100,31,134,103,113,219,9896,9950,19839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,4,0,13,16,7,8,16,13,23,38,103,77,177,120,100,223,0,0,0,10,6,14,7,5,11,15,8,26,363,584,944,1057,1444,2498,46,39,83,11500,12123,23622
SED30085,271,277,551,685,974,1653,4,0,4,0,0,0,57,65,122,9065,6270,15335,426,883,1309,117,5,123,165,26,192,135,38,176,92,50,135,227,273,504,11240,8868,20106,75,83,159,0,0,0,4,0,0,33,26,57,8,12,20,11,7,18,130,128,258,0,0,0,0,0,0,50,68,120,19,60,81,10,21,25,81,146,231,115,93,208,331,366,696,36,39,76,10,23,33,0,0,0,48,69,110,2244,2282,4528,1036,1599,2639,77,55,131,14977,13235,28208
SED30086,3,0,3,18,40,56,0,0,0,0,0,0,57,58,117,8621,7927,16550,585,820,1405,154,0,158,131,8,137,136,34,180,73,36,109,482,388,872,10268,9320,19590,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,8,0,11,3,3,6,3,4,8,13,12,21,89,52,146,112,67,174,0,0,3,0,6,6,9,0,9,10,6,14,789,1131,1921,931,1487,2421,51,54,106,12159,12074,24231
SED30087,3,0,6,31,45,78,0,3,3,0,0,0,75,115,187,9494,9080,18573,678,991,1667,94,0,94,135,18,152,123,45,160,66,44,112,266,237,501,10959,10574,21535,0,3,4,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,7,5,12,0,0,0,0,0,0,12,3,14,0,11,12,7,14,20,18,32,48,116,87,202,138,123,260,0,4,4,4,6,12,3,0,10,9,10,25,725,933,1662,917,1584,2504,47,57,103,12803,13281,26082
SED30088,0,5,3,102,105,205,14,13,32,0,0,0,49,52,103,8526,8416,16942,548,790,1341,125,4,133,207,35,245,262,104,364,134,71,207,490,563,1051,10473,10153,20626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,3,9,8,0,0,0,3,5,10,0,12,13,6,8,11,13,37,51,173,149,323,199,179,374,0,0,0,7,3,11,23,17,37,25,20,46,689,934,1622,1183,1613,2796,58,53,110,12631,12957,25585
SED30089,4,0,4,532,86,614,9,0,6,0,0,0,30,46,76,6675,5775,12449,806,731,1536,200,17,218,141,16,161,108,44,151,406,142,549,1056,1008,2068,9960,7864,17830,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,45,6,52,10,9,18,53,5,58,110,17,130,151,67,214,267,89,356,0,4,4,60,9,65,13,7,21,69,24,87,730,839,1570,1295,1236,2530,163,105,271,12490,10155,22642
SED30090,0,3,3,52,23,75,4,0,8,0,0,0,10,12,14,6990,6029,13018,588,544,1133,306,11,318,100,19,123,88,31,120,201,97,294,820,793,1617,9155,7570,16726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,4,4,5,5,0,3,3,0,3,17,5,19,113,49,159,132,61,190,0,0,0,8,0,8,28,8,32,31,8,40,1279,1274,2551,699,961,1663,108,84,192,11405,9957,21362
SED30091,122,149,272,121,217,344,0,3,3,0,0,0,48,48,95,9426,7042,16470,621,748,1367,248,4,254,139,12,150,40,12,52,68,40,107,86,133,215,10914,8410,19328,15,42,59,0,0,0,3,3,3,26,27,52,10,11,21,10,4,19,66,84,154,0,0,0,0,0,0,31,51,78,15,29,40,0,3,3,45,80,124,118,57,172,228,226,453,20,31,52,0,6,6,4,0,6,32,42,69,944,1440,2384,890,1520,2413,75,61,132,13082,11696,24774
SED30092,0,0,0,248,172,424,66,39,104,0,0,0,23,24,48,8964,8353,17319,586,686,1277,215,10,228,117,22,140,100,36,134,241,180,423,679,781,1460,11247,10312,21555,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,5,9,0,0,3,0,0,0,21,3,28,10,14,23,0,4,4,39,23,55,169,86,252,207,111,319,0,0,3,8,8,17,17,0,19,28,11,41,758,1228,1987,1922,1999,3923,103,90,188,14267,13743,28009
SED30093,137,121,260,117,220,343,3,0,3,0,3,3,56,60,118,10389,7351,17737,900,934,1838,261,6,268,164,15,172,43,10,56,78,42,117,105,105,205,12252,8868,21120,29,35,71,0,0,0,0,0,0,30,32,60,9,13,16,15,14,25,83,87,173,0,0,0,0,0,0,23,39,65,18,33,45,9,6,10,43,78,122,146,67,216,274,237,512,40,29,65,8,10,17,3,3,10,44,43,87,585,1094,1684,869,1355,2225,105,69,176,14129,11676,25802
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,10,0,10,0,0,0,0,0,0,57,0,57,3,0,0,75,5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,11,0,0,0,90,13,99
SED40001,30,30,60,690,964,1657,0,0,3,128,150,272,75,96,181,5799,4451,10248,333,627,957,41,3,43,105,29,136,418,165,584,111,58,167,1699,1658,3353,9430,8226,17660,11,15,31,0,0,0,3,0,5,4,6,11,0,0,0,0,0,0,17,28,44,0,0,0,15,35,47,18,27,49,15,40,54,25,32,56,77,133,211,80,92,173,174,250,430,13,12,23,18,19,41,5,3,11,37,35,71,1551,1424,2977,1044,1591,2635,47,33,83,12284,11567,23857
SED40002,150,133,286,454,733,1193,0,0,4,242,287,528,43,59,107,6912,5586,12495,295,701,993,63,0,63,102,11,114,306,124,428,75,30,110,176,182,359,8838,7849,16684,22,32,54,0,0,0,0,7,9,8,9,13,0,5,9,5,8,10,40,55,97,0,0,0,28,33,64,32,16,46,12,58,76,14,23,36,90,131,223,85,99,183,219,283,502,29,30,59,17,25,39,11,4,10,48,63,108,1014,1074,2081,855,1454,2312,35,37,69,11003,10755,21761
SED40003,350,344,697,48,71,118,0,0,0,12,15,23,12,15,23,6177,5583,11761,244,364,606,67,0,67,58,5,68,63,14,80,65,14,76,47,61,111,7145,6488,13631,37,20,56,0,0,0,12,11,21,54,69,119,5,14,16,6,0,6,112,113,225,0,0,0,0,0,0,11,7,16,9,8,12,3,3,4,16,13,31,52,59,107,186,183,364,15,24,36,0,0,0,0,0,0,18,28,43,952,1088,2038,750,1353,2099,16,24,36,9061,9157,18219
SED40004,4,8,3,361,407,765,0,0,0,3,0,6,15,21,43,5539,4874,10414,276,566,841,22,0,22,52,5,58,299,105,407,61,21,84,188,202,391,6820,6221,13040,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,11,0,0,0,0,3,8,22,24,41,22,40,60,13,3,17,56,72,129,58,44,100,120,116,239,3,0,5,7,5,14,0,0,4,11,10,22,1491,1403,2889,651,1134,1789,25,20,48,9120,8904,18027
SED40005,0,4,3,140,39,179,0,0,0,0,0,0,0,4,8,6042,5031,11079,346,419,766,91,6,93,45,3,46,37,7,45,86,29,109,423,315,739,7222,5853,13073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,7,0,0,0,5,0,3,52,42,94,59,41,102,0,0,0,0,0,0,0,0,0,0,0,4,640,677,1312,512,903,1412,81,61,141,8512,7535,16046
SED40006,190,238,422,215,345,568,3,0,4,26,35,60,46,39,83,7050,5678,12725,301,579,882,80,0,77,70,12,81,144,56,201,70,31,100,138,171,306,8333,7183,15510,27,30,53,0,0,0,5,10,21,15,23,39,6,3,12,10,0,15,64,73,129,0,0,0,6,6,7,16,16,32,3,27,28,3,0,8,31,45,84,130,117,248,224,233,463,16,30,48,0,8,8,0,3,5,23,42,63,691,899,1588,734,1263,1998,58,28,88,10054,9656,19707
SED40007,46,62,107,258,401,657,6,0,3,8,12,19,27,14,37,6315,5522,11836,272,455,720,64,0,65,65,4,74,152,48,202,67,24,89,82,110,190,7359,6651,14010,9,4,18,0,0,0,0,3,4,8,8,12,0,5,5,0,0,0,16,23,36,0,0,0,0,0,0,19,10,23,0,16,15,6,11,14,22,41,66,58,61,119,99,121,221,4,3,9,5,4,12,0,6,3,12,10,24,1042,1141,2181,730,1292,2023,37,26,63,9272,9238,18516
SED40008,94,112,203,407,611,1012,0,0,0,111,164,277,52,68,121,7204,5212,12422,394,727,1115,75,0,71,86,19,106,234,97,329,78,25,104,147,139,287,8868,7168,16038,24,35,54,0,0,0,0,3,5,14,7,21,4,9,12,7,5,9,40,58,94,0,0,0,12,23,36,26,21,54,13,49,56,17,16,35,67,106,178,124,111,234,234,276,507,12,22,41,15,12,31,5,8,12,40,42,83,792,815,1610,707,1108,1814,50,32,86,10692,9449,20138
SED40009,71,73,146,210,253,461,0,0,0,0,16,15,12,9,25,6487,5748,12236,233,390,626,63,4,68,71,6,73,39,6,47,79,21,96,82,81,162,7359,6603,13961,10,11,22,0,0,0,0,0,5,56,60,120,7,8,9,0,0,0,77,83,157,0,0,0,0,0,0,16,20,39,6,18,28,5,5,10,26,51,79,78,50,127,187,181,367,5,14,16,0,3,6,0,0,0,9,16,28,885,1010,1895,783,1487,2269,13,27,33,9236,9327,18558
SED40010,3,5,7,560,732,1284,0,0,0,7,9,14,50,56,107,6006,5121,11123,282,595,879,51,0,51,80,5,88,436,191,630,41,17,62,383,381,770,7905,7113,15015,16,8,15,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,16,9,20,0,0,0,8,13,22,17,30,46,10,32,37,18,23,43,54,97,150,51,59,109,112,167,284,8,7,13,10,12,21,4,0,4,19,16,30,1267,1338,2604,736,1303,2038,29,27,60,10074,9968,20042
SED40011,216,229,448,292,461,756,0,6,5,17,45,63,29,32,57,6187,5463,11654,271,545,815,48,0,47,73,10,89,249,83,332,54,24,80,167,149,319,7611,7043,14660,34,49,82,0,0,0,4,11,11,21,25,46,5,13,16,11,4,10,69,103,166,0,0,0,12,5,16,12,17,32,17,31,43,7,8,16,43,58,110,63,79,134,172,241,417,9,32,44,9,14,25,0,0,3,24,55,79,1142,1089,2235,790,1453,2242,41,32,72,9786,9910,19691
SED40012,5,8,7,187,210,402,3,0,4,0,0,0,15,14,34,6082,4615,10697,397,444,841,78,4,83,78,3,79,21,3,22,49,20,64,52,73,119,6965,5386,12355,7,5,11,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,8,3,14,0,0,0,0,0,0,19,39,53,10,30,34,13,7,15,40,75,108,64,36,100,109,113,223,5,5,14,8,8,9,7,0,7,17,14,29,292,437,731,628,980,1612,66,50,120,8080,6980,15059
SED40013,9,7,9,486,766,1256,0,0,5,0,0,5,68,51,125,8270,5938,14207,344,703,1046,69,0,69,83,7,95,102,49,150,83,26,108,78,121,202,9596,7666,17259,10,11,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,9,24,0,0,0,9,9,17,48,72,120,20,50,67,8,13,22,81,142,217,87,77,164,176,236,411,3,5,13,21,17,32,4,4,6,23,20,46,900,934,1837,720,1190,1912,51,35,82,11465,10083,21549
SED40014,9,0,10,6,13,20,0,0,0,0,0,0,3,5,11,3849,3621,7468,202,284,487,81,3,86,27,7,35,33,13,51,50,13,63,179,168,345,4439,4146,8585,0,0,0,0,0,0,0,0,0,5,17,25,0,0,0,0,0,0,5,17,24,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,4,9,8,26,29,54,37,51,89,3,6,5,0,0,0,4,0,4,5,6,12,634,769,1408,645,900,1542,52,55,107,5812,5924,11736
SED40015,3,0,3,79,7,81,5,0,5,0,0,0,13,14,29,5606,5083,10689,399,333,732,102,4,106,39,4,40,57,14,73,137,45,181,516,442,956,6951,5948,12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,20,0,0,0,0,0,0,19,4,22,62,28,91,82,36,114,3,0,3,0,0,3,9,7,16,16,13,19,771,797,1565,788,1017,1804,103,79,188,8715,7877,16595
SED40016,4,7,9,343,562,903,0,0,0,0,0,0,32,30,56,7024,5028,12049,331,474,806,83,0,82,84,14,90,50,8,57,65,14,83,112,96,211,8125,6229,14352,10,5,13,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,14,4,22,0,0,0,3,5,7,46,63,105,16,36,47,13,13,22,77,114,188,67,50,117,157,169,323,6,4,12,8,12,17,0,0,3,15,15,35,541,716,1259,679,999,1678,44,33,79,9556,8161,17718
SED40017,0,0,0,50,38,87,4,0,4,0,0,0,3,0,4,6389,5548,11939,278,305,579,198,8,212,39,10,50,28,7,34,102,25,127,367,332,699,7463,6278,13738,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,19,0,4,4,0,0,0,9,18,31,66,39,100,75,60,136,0,0,0,0,3,3,5,0,5,8,5,7,834,944,1780,668,1092,1761,80,66,143,9129,8436,17566
SED40018,301,302,604,150,238,387,4,0,4,27,49,79,18,30,49,5661,5277,10940,207,397,606,40,3,40,66,9,75,133,55,183,64,14,74,157,187,339,6815,6561,13378,29,31,63,0,0,0,0,13,13,30,24,55,3,7,7,10,6,18,82,82,161,0,0,0,3,5,9,4,6,11,12,16,26,4,9,13,16,31,56,56,71,126,157,182,344,16,24,38,4,0,8,0,0,0,17,29,46,940,1055,1992,776,1311,2088,32,46,83,8734,9190,17923
SED40019,3,0,3,973,169,1138,0,0,0,0,0,0,42,45,92,6266,4873,11137,724,526,1252,78,8,81,96,16,107,106,17,118,408,123,528,531,608,1144,9231,6378,15610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,15,97,12,3,18,34,8,41,129,22,154,112,55,166,243,79,325,0,0,0,27,0,27,20,4,26,46,4,55,211,268,482,1050,957,2010,113,66,182,10905,7761,18663
SED40020,0,0,3,16,22,40,3,3,8,0,0,0,10,12,20,5489,4960,10451,358,464,821,119,9,126,37,6,50,26,9,35,68,23,89,230,206,441,6357,5710,12072,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,13,37,4,3,8,0,0,0,20,20,42,85,35,126,107,59,167,0,0,0,0,0,0,3,0,3,3,0,9,576,675,1252,603,1010,1614,72,33,107,7728,7495,15221
SED40021,0,5,8,627,837,1464,4,0,3,4,0,4,36,37,67,6450,5350,11804,290,599,886,75,0,79,56,4,62,129,37,167,76,18,92,89,119,202,7835,6998,14836,14,12,25,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,12,15,26,0,0,0,5,8,15,55,77,129,16,31,52,13,11,23,87,131,219,65,45,110,170,190,359,4,3,4,6,27,29,0,0,0,12,27,37,969,1075,2046,663,1169,1836,41,29,68,9688,9493,19183
